Время	Канал A	A * B
(mс)	(В)	(?)

-2.49724789	1.05581800	0.05658184
-2.49660789	1.05581800	0.10307820
-2.49596789	1.05581800	0.15885450
-2.49532789	1.05581800	0.20535080
-2.49468789	1.05581800	0.25187940
-2.49404789	1.05581800	0.28411720
-2.49340789	1.05581800	0.32066510
-2.49276789	1.03775100	0.36636580
-2.49212789	1.03775100	0.40064840
-2.49148789	1.03775100	0.42121930
-2.49084789	1.05581800	0.44864610
-2.49020789	1.03775100	0.46692000
-2.48956789	1.03775100	0.49364110
-2.48892789	1.03775100	0.49434680
-2.48828789	1.05581800	0.49434680
-2.48764789	1.03775100	0.50349960
-2.48700789	1.03775100	0.49434680
-2.48636789	1.03775100	0.48519400
-2.48572789	1.03775100	0.46692000
-2.48508789	1.03775100	0.44864610
-2.48444789	1.03775100	0.42121930
-2.48380789	1.03775100	0.39379260
-2.48316789	1.03775100	0.36636580
-2.48252789	1.03775100	0.32981790
-2.48188789	1.03775100	0.28411720
-2.48124789	1.03775100	0.24756930
-2.48060789	1.03775100	0.19271580
-2.47996789	1.03775100	0.14446420
-2.47932789	1.03775100	0.09955644
-2.47868789	1.01974500	0.04646081
-2.47804789	1.01974500	0.00077803
-2.47740789	1.03775100	-0.05312374
-2.47676789	1.01974500	-0.09803151
-2.47612789	1.01974500	-0.15190210
-2.47548789	1.01974500	-0.19680990
-2.47484789	1.01974500	-0.24171770
-2.47420789	1.01974500	-0.28662540
-2.47356789	1.01974500	-0.31685530
-2.47292789	1.01974500	-0.35848410
-2.47228789	1.00167800	-0.38543500
-2.47164789	1.01974500	-0.42137980
-2.47100789	1.01974500	-0.43933670
-2.47036789	1.01974500	-0.46628760
-2.46972789	1.01974500	-0.48424450
-2.46908789	1.01974500	-0.48446910
-2.46844789	1.01974500	-0.48446910
-2.46780789	1.00167800	-0.48446910
-2.46716789	1.00167800	-0.48446910
-2.46652789	1.00167800	-0.47566510
-2.46588789	1.00167800	-0.45802630
-2.46524789	1.00167800	-0.44035700
-2.46460789	1.00167800	-0.42271830
-2.46396789	1.00167800	-0.39624490
-2.46332789	1.00167800	-0.36096740
-2.46268789	1.00167800	-0.33449400
-2.46204789	1.00167800	-0.29038190
-2.46140789	1.00167800	-0.25510440
-2.46076789	1.00167800	-0.21099230
-2.46012789	1.00167800	-0.16388040
-2.45948789	1.00167800	-0.11188540
-2.45884789	0.98367260	-0.06856619
-2.45820789	0.98367260	-0.01657116
-2.45756789	0.98367260	0.02674802
-2.45692789	0.98367260	0.07003718
-2.45628789	0.98367260	0.12203220
-2.45564789	0.98367260	0.17399720
-2.45500789	0.98367260	0.21731640
-2.45436789	0.98367260	0.25198970
-2.45372789	0.98367260	0.29530890
-2.45308789	0.98367260	0.32130640
-2.45244789	0.98367260	0.35594980
-2.45180789	0.98367260	0.38341920
-2.45116789	0.98367260	0.40045210
-2.45052789	0.96560560	0.42597220
-2.44988789	0.96560560	0.44297570
-2.44924789	0.96560560	0.45997920
-2.44860789	0.96560560	0.46849570
-2.44796789	0.96560560	0.46849570
-2.44732789	0.96560560	0.45997920
-2.44668789	0.96560560	0.45146270
-2.44604789	0.96560560	0.44297570
-2.44540789	0.96560560	0.42597220
-2.44476789	0.96560560	0.40893920
-2.44412789	0.96560560	0.38341920
-2.44348789	0.96560560	0.34941210
-2.44284789	0.96560560	0.32389210
-2.44220789	0.96560560	0.28136850
-2.44156789	0.96560560	0.24736150
-2.44092789	0.96560560	0.20483790
-2.44028789	0.96560560	0.16231440
-2.43964789	0.96560560	0.11755710
-2.43900789	0.96560560	0.06746880
-2.43836789	0.94759970	0.02576713
-2.43772789	0.94759970	-0.02432116
-2.43708789	0.94759970	-0.06605175
-2.43644789	0.94759970	-0.10778230
-2.43580789	0.94759970	-0.15787060
-2.43516789	0.94759970	-0.19960120
-2.43452789	0.94759970	-0.24133180
-2.43388789	0.94759970	-0.27470470
-2.43324789	0.94759970	-0.31643530
-2.43260789	0.94759970	-0.33499080
-2.43196789	0.94759970	-0.37485240
-2.43132789	0.92959380	-0.39989650
-2.43068789	0.94759970	-0.41658290
-2.43004789	0.94759970	-0.44162710
-2.42940789	0.94759970	-0.44143440
-2.42876789	0.94759970	-0.44960490
-2.42812789	0.92959380	-0.45780370
-2.42748789	0.92959380	-0.44960490
-2.42684789	0.92959380	-0.44143440
-2.42620789	0.92959380	-0.43323550
-2.42556789	0.92959380	-0.41686610
-2.42492789	0.92959380	-0.40049670
-2.42428789	0.92959380	-0.37592840
-2.42364789	0.92959380	-0.35955910
-2.42300789	0.92959380	-0.31862140
-2.42236789	0.92959380	-0.28585430
-2.42172789	0.92959380	-0.25311550
-2.42108789	0.92959380	-0.21217790
-2.42044789	0.92959380	-0.16791210
-2.41980789	0.92959380	-0.13030260
-2.41916789	0.91152690	-0.08762809
-2.41852789	0.92959380	-0.03944655
-2.41788789	0.91152690	0.00873499
-2.41724789	0.91152690	0.04884918
-2.41660789	0.91152690	0.08899119
-2.41596789	0.91152690	0.12913320
-2.41532789	0.91152690	0.17728690
-2.41468789	0.91152690	0.21316120
-2.41404789	0.91152690	0.25759880
-2.41340789	0.89352090	0.28166170
-2.41276789	0.91152690	0.31544690
-2.41212789	0.91152690	0.33906180
-2.41148789	0.89352090	0.36267670
-2.41084789	0.89352090	0.38629160
-2.41020789	0.89352090	0.40202580
-2.40956789	0.89352090	0.41776000
-2.40892789	0.89352090	0.41776000
-2.40828789	0.89352090	0.43352140
-2.40764789	0.89352090	0.42564070
-2.40700789	0.89352090	0.42564070
-2.40636789	0.89352090	0.41776000
-2.40572789	0.89352090	0.40202580
-2.40508789	0.89352090	0.38629160
-2.40444789	0.89352090	0.36267670
-2.40380789	0.89352090	0.33906180
-2.40316789	0.89352090	0.30759350
-2.40252789	0.89352090	0.27609790
-2.40188789	0.89352090	0.24462950
-2.40124789	0.89352090	0.20528050
-2.40060789	0.89352090	0.16593140
-2.39996789	0.89352090	0.12658240
-2.39932789	0.89352090	0.08723330
-2.39868789	0.89352090	0.03919465
-2.39804789	0.89352090	0.00066794
-2.39740789	0.87545390	-0.04560686
-2.39676789	0.87545390	-0.08589712
-2.39612789	0.87545390	-0.13040840
-2.39548789	0.89352090	-0.16126710
-2.39484789	0.87545390	-0.20751520
-2.39420789	0.87545390	-0.24606860
-2.39356789	0.87545390	-0.27692740
-2.39292789	0.87545390	-0.30775950
-2.39228789	0.87545390	-0.33089690
-2.39164789	0.87545390	-0.36175560
-2.39100789	0.87545390	-0.37717160
-2.39036789	0.87545390	-0.40030900
-2.38972789	0.87545390	-0.40800370
-2.38908789	0.87545390	-0.41471100
-2.38844789	0.87545390	-0.42341970
-2.38780789	0.85744800	-0.41471100
-2.38716789	0.87545390	-0.41471100
-2.38652789	0.85744800	-0.40717460
-2.38588789	0.85744800	-0.40800370
-2.38524789	0.85744800	-0.37695060
-2.38460789	0.87545390	-0.36185160
-2.38396789	0.85744800	-0.33919010
-2.38332789	0.85744800	-0.30899220
-2.38268789	0.85744800	-0.28633060
-2.38204789	0.85744800	-0.24857020
-2.38140789	0.85744800	-0.21837230
-2.38076789	0.85744800	-0.18061180
-2.38012789	0.85744800	-0.14285130
-2.37948789	0.85744800	-0.09752827
-2.37884789	0.85744800	-0.05976780
-2.37820789	0.85744800	-0.02200732
-2.37756789	0.85744800	0.02282445
-2.37692789	0.85744800	0.06105003
-2.37628789	0.83938110	0.10637310
-2.37564789	0.85744800	0.14413350
-2.37500789	0.85744800	0.18189400
-2.37436789	0.85744800	0.21502620
-2.37372789	0.85744800	0.24458790
-2.37308789	0.83938110	0.27417510
-2.37244789	0.83938110	0.30373670
-2.37180789	0.83938110	0.31892930
-2.37116789	0.83938110	0.35548240
-2.37052789	0.82137520	0.37028880
-2.36988789	0.83938110	0.37680940
-2.36924789	0.83938110	0.38402870
-2.36860789	0.82137520	0.39985050
-2.36796789	0.82137520	0.40725370
-2.36732789	0.83938110	0.39851750
-2.36668789	0.83938110	0.38402870
-2.36604789	0.82137520	0.37680940
-2.36540789	0.82137520	0.36234560
-2.36476789	0.82137520	0.34785680
-2.36412789	0.82137520	0.31892930
-2.36348789	0.82137520	0.29722120
-2.36284789	0.82137520	0.26829360
-2.36220789	0.82137520	0.23934110
-2.36156789	0.82137520	0.21041360
-2.36092789	0.82137520	0.17424170
-2.36028789	0.82137520	0.13806980
-2.35964789	0.82137520	0.09465355
-2.35900789	0.82137520	0.05848166
-2.35836789	0.82137520	0.02233483
-2.35772789	0.82137520	-0.02108147
-2.35708789	0.82137520	-0.05599827
-2.35644789	0.82137520	-0.09342526
-2.35580789	0.80336920	-0.13684160
-2.35516789	0.82137520	-0.18023280
-2.35452789	0.82137520	-0.20918530
-2.35388789	0.82137520	-0.23289300
-2.35324789	0.82137520	-0.27428470
-2.35260789	0.80336920	-0.29599290
-2.35196789	0.82137520	-0.31779750
-2.35132789	0.82137520	-0.34662850
-2.35068789	0.80336920	-0.36026210
-2.35004789	0.82137520	-0.37440880
-2.34940789	0.80336920	-0.38149430
-2.34876789	0.80336920	-0.38855540
-2.34812789	0.80336920	-0.38855540
-2.34748789	0.80336920	-0.38855540
-2.34684789	0.80336920	-0.38855540
-2.34620789	0.80336920	-0.37440880
-2.34556789	0.80336920	-0.36734770
-2.34492789	0.80336920	-0.34611540
-2.34428789	0.80336920	-0.33196870
-2.34364789	0.80336920	-0.30365090
-2.34300789	0.80336920	-0.27535750
-2.34236789	0.80336920	-0.24703970
-2.34172789	0.80336920	-0.21874630
-2.34108789	0.80336920	-0.18336740
-2.34044789	0.80336920	-0.14798840
-2.33980789	0.80336920	-0.11007700
-2.33916789	0.80336920	-0.07549371
-2.33852789	0.78530230	-0.03476600
-2.33788789	0.78530230	0.00752540
-2.33724789	0.80336920	0.03515850
-2.33660789	0.78530230	0.07843190
-2.33596789	0.78530230	0.11815360
-2.33532789	0.80336920	0.15273690
-2.33468789	0.78530230	0.18734420
-2.33404789	0.78530230	0.21500130
-2.33340789	0.78530230	0.25532660
-2.33276789	0.78530230	0.27033940
-2.33212789	0.80336920	0.29799640
-2.33148789	0.78530230	0.32567750
-2.33084789	0.78530230	0.33950600
-2.33020789	0.78530230	0.35333450
-2.32956789	0.78530230	0.36716300
-2.32892789	0.78530230	0.37408930
-2.32828789	0.78530230	0.38101550
-2.32764789	0.78530230	0.37408930
-2.32700789	0.78530230	0.37408930
-2.32636789	0.78530230	0.36716300
-2.32572789	0.78530230	0.35333450
-2.32508789	0.78530230	0.33172160
-2.32444789	0.78530230	0.31875120
-2.32380789	0.76729640	0.29799640
-2.32316789	0.78530230	0.27724160
-2.32252789	0.78530230	0.23709450
-2.32188789	0.78530230	0.21500130
-2.32124789	0.76729640	0.17628120
-2.32060789	0.78530230	0.14249090
-2.31996789	0.76729640	0.10870050
-2.31932789	0.76729640	0.07491016
-2.31868789	0.76729640	0.03435236
-2.31804789	0.76729640	0.00058542
-2.31740789	0.76729640	-0.03997238
-2.31676789	0.76729640	-0.07376274
-2.31612789	0.76729640	-0.10755310
-2.31548789	0.76729640	-0.14808750
-2.31484789	0.76729640	-0.18187780
-2.31420789	0.76729640	-0.20892420
-2.31356789	0.76729640	-0.23594710
-2.31292789	0.76729640	-0.26338620
-2.31228789	0.76729640	-0.28318750
-2.31164789	0.74922940	-0.31706270
-2.31100789	0.74922940	-0.33057410
-2.31036789	0.76729640	-0.35085300
-2.30972789	0.76729640	-0.35759710
-2.30908789	0.76729640	-0.36237030
-2.30844789	0.76729640	-0.37110850
-2.30780789	0.74922940	-0.36237030
-2.30716789	0.76729640	-0.36237030
