Время	Канал A	A * B
(mс)	(В)	(?)

-2.49722507	1.07382400	-0.31129660
-2.49658507	1.07382400	-0.34326100
-2.49594507	1.07382400	-0.38696610
-2.49530507	1.05581800	-0.42478440
-2.49466507	1.07382400	-0.44556580
-2.49402507	1.07382400	-0.46415790
-2.49338507	1.05581800	-0.49206220
-2.49274507	1.05581800	-0.50992480
-2.49210507	1.05581800	-0.51065430
-2.49146507	1.07382400	-0.52883390
-2.49082507	1.05581800	-0.51996640
-2.49018507	1.07382400	-0.51065430
-2.48954507	1.05581800	-0.49206220
-2.48890507	1.05581800	-0.48278220
-2.48826507	1.05581800	-0.45487800
-2.48762507	1.05581800	-0.43628590
-2.48698507	1.05581800	-0.40838160
-2.48634507	1.05581800	-0.37116520
-2.48570507	1.05581800	-0.32466890
-2.48506507	1.05581800	-0.28748470
-2.48442507	1.05581800	-0.25026830
-2.48378507	1.05581800	-0.20377190
-2.48314507	1.05581800	-0.15727560
-2.48250507	1.05581800	-0.10149930
-2.48186507	1.05581800	-0.05406176
-2.48122507	1.05581800	0.00079177
-2.48058507	1.03775100	0.04646081
-2.47994507	1.03775100	0.10131430
-2.47930507	1.03775100	0.14701510
-2.47866507	1.03775100	0.19271580
-2.47802507	1.03775100	0.23841650
-2.47738507	1.03775100	0.28411720
-2.47674507	1.03775100	0.32066510
-2.47610507	1.03775100	0.35724470
-2.47546507	1.03775100	0.39379260
-2.47482507	1.03775100	0.42121930
-2.47418507	1.03775100	0.44864610
-2.47354507	1.03775100	0.46692000
-2.47290507	1.03775100	0.48519400
-2.47226507	1.03775100	0.49434680
-2.47162507	1.03775100	0.49434680
-2.47098507	1.03775100	0.50349960
-2.47034507	1.03775100	0.49434680
-2.46970507	1.03775100	0.48519400
-2.46906507	1.03775100	0.46692000
-2.46842507	1.03775100	0.44864610
-2.46778507	1.03775100	0.43037210
-2.46714507	1.03775100	0.39379260
-2.46650507	1.03775100	0.36636580
-2.46586507	1.03775100	0.32981790
-2.46522507	1.03775100	0.28411720
-2.46458507	1.03775100	0.24327370
-2.46394507	1.03775100	0.19833480
-2.46330507	1.01974500	0.15342710
-2.46266507	1.01974500	0.11043550
-2.46202507	1.01974500	0.05561362
-2.46138507	1.03775100	0.00077803
-2.46074507	1.03775100	-0.04412974
-2.46010507	1.01974500	-0.09803151
-2.45946507	1.01974500	-0.14293930
-2.45882507	1.01974500	-0.18784700
-2.45818507	1.01974500	-0.23275480
-2.45754507	1.01974500	-0.27766260
-2.45690507	1.01974500	-0.31357630
-2.45626507	1.01974500	-0.35848410
-2.45562507	1.01974500	-0.38543500
-2.45498507	1.01974500	-0.41238590
-2.45434507	1.01974500	-0.43933670
-2.45370507	1.01974500	-0.46628760
-2.45306507	1.01974500	-0.47525050
-2.45242507	1.01974500	-0.49320740
-2.45178507	1.01974500	-0.49320740
-2.45114507	1.01974500	-0.49330380
-2.45050507	1.01974500	-0.48446910
-2.44986507	1.00167800	-0.48424450
-2.44922507	1.00167800	-0.46683040
-2.44858507	1.01974500	-0.44919170
-2.44794507	1.00167800	-0.43034270
-2.44730507	1.00167800	-0.39624490
-2.44666507	1.01974500	-0.36980210
-2.44602507	1.00167800	-0.33449400
-2.44538507	1.00167800	-0.29038190
-2.44474507	1.00167800	-0.25970570
-2.44410507	1.00167800	-0.21099230
-2.44346507	1.01974500	-0.16688020
-2.44282507	1.00167800	-0.12273750
-2.44218507	1.00167800	-0.06982128
-2.44154507	1.00167800	-0.02570915
-2.44090507	1.00167800	0.01840298
-2.44026507	1.00167800	0.07131919
-2.43962507	1.00167800	0.11543130
-2.43898507	1.00167800	0.16837810
-2.43834507	1.00167800	0.20867060
-2.43770507	1.00167800	0.25660230
-2.43706507	0.98367260	0.29187980
-2.43642507	1.00167800	0.32718780
-2.43578507	1.00167800	0.35594980
-2.43514507	1.00167800	0.38893870
-2.43450507	0.98367260	0.40794480
-2.43386507	1.00167800	0.44188550
-2.43322507	0.98367260	0.45126400
-2.43258507	1.00167800	0.46832830
-2.43194507	0.98367260	0.47716300
-2.43130507	1.00167800	0.47726150
-2.43066507	1.00167800	0.46858560
-2.43002507	0.98367260	0.45990980
-2.42938507	0.98367260	0.45126400
-2.42874507	0.98367260	0.44258820
-2.42810507	0.98367260	0.41659060
-2.42746507	0.98367260	0.38194730
-2.42682507	0.98367260	0.35594980
-2.42618507	0.98367260	0.32995220
-2.42554507	0.98367260	0.29530890
-2.42490507	0.98367260	0.25198970
-2.42426507	0.98367260	0.21731640
-2.42362507	0.98367260	0.16231440
-2.42298507	0.98367260	0.12203220
-2.42234507	0.96560560	0.07726731
-2.42170507	0.98367260	0.02674802
-2.42106507	0.96560560	-0.01626680
-2.42042507	0.98367260	-0.05879034
-2.41978507	0.96560560	-0.10983040
-2.41914507	0.96560560	-0.16087040
-2.41850507	0.96560560	-0.20339400
-2.41786507	0.96560560	-0.23740100
-2.41722507	0.96560560	-0.27992450
-2.41658507	0.96560560	-0.31393160
-2.41594507	0.96560560	-0.34796810
-2.41530507	0.96560560	-0.38197510
-2.41466507	0.96560560	-0.40749520
-2.41402507	0.96560560	-0.43301520
-2.41338507	0.96560560	-0.44153170
-2.41274507	0.96560560	-0.45853520
-2.41210507	0.96560560	-0.46702220
-2.41146507	0.96560560	-0.47553870
-2.41082507	0.96560560	-0.46702220
-2.41018507	0.96560560	-0.46702220
-2.40954507	0.96560560	-0.45001870
-2.40890507	0.96560560	-0.44153170
-2.40826507	0.96560560	-0.41601170
-2.40762507	0.96560560	-0.39900820
-2.40698507	0.96560560	-0.36497160
-2.40634507	0.96560560	-0.33945160
-2.40570507	0.96560560	-0.30544460
-2.40506507	0.96560560	-0.26292100
-2.40442507	0.96560560	-0.22888450
-2.40378507	0.96560560	-0.18636100
-2.40314507	0.96560560	-0.13282650
-2.40250507	0.96560560	-0.09282686
-2.40186507	0.94759970	-0.04178682
-2.40122507	0.96560560	0.00073672
-2.40058507	0.96560560	0.04323079
-2.39994507	0.96560560	0.09251294
-2.39930507	0.96560560	0.13424350
-2.39866507	0.94759970	0.17597410
-2.39802507	0.94759970	0.21770470
-2.39738507	0.94759970	0.25943530
-2.39674507	0.94759970	0.29280820
-2.39610507	0.94759970	0.34089560
-2.39546507	0.94759970	0.35958300
-2.39482507	0.96560560	0.38462710
-2.39418507	0.94759970	0.40967120
-2.39354507	0.94759970	0.42635770
-2.39290507	0.94759970	0.43462560
-2.39226507	0.94759970	0.44304420
-2.39162507	0.92959380	0.45140180
-2.39098507	0.94759970	0.45975950
-2.39034507	0.94759970	0.45140180
-2.38970507	0.94759970	0.44304420
-2.38906507	0.94759970	0.41825620
-2.38842507	0.94759970	0.40188690
-2.38778507	0.92959380	0.38551740
-2.38714507	0.92959380	0.35275030
-2.38650507	0.92959380	0.33453880
-2.38586507	0.92959380	0.29544330
-2.38522507	0.94759970	0.25450560
-2.38458507	0.92959380	0.22176690
-2.38394507	0.92959380	0.18080080
-2.38330507	0.92959380	0.13986320
-2.38266507	0.92959380	0.09075505
-2.38202507	0.92959380	0.04981740
-2.38138507	0.92959380	0.00873499
-2.38074507	0.92959380	-0.04022840
-2.38010507	0.91152690	-0.08936492
-2.37946507	0.92959380	-0.13030260
-2.37882507	0.92959380	-0.17124020
-2.37818507	0.92959380	-0.21217790
-2.37754507	0.92959380	-0.25311550
-2.37690507	0.92959380	-0.28585430
-2.37626507	0.92959380	-0.32679190
-2.37562507	0.92959380	-0.35136020
-2.37498507	0.92959380	-0.36862220
-2.37434507	0.92959380	-0.40049670
-2.37370507	0.91152690	-0.42506500
-2.37306507	0.92959380	-0.44143440
-2.37242507	0.92959380	-0.44086660
-2.37178507	0.92959380	-0.44960490
-2.37114507	0.91152690	-0.44086660
-2.37050507	0.92959380	-0.44086660
-2.36986507	0.91152690	-0.44143440
-2.36922507	0.91152690	-0.42481540
-2.36858507	0.92959380	-0.40876420
-2.36794507	0.91152690	-0.38467340
-2.36730507	0.91152690	-0.36058260
-2.36666507	0.91152690	-0.34318970
-2.36602507	0.91152690	-0.30438940
-2.36538507	0.92959380	-0.26424740
-2.36474507	0.91152690	-0.23214490
-2.36410507	0.91152690	-0.19200290
-2.36346507	0.91152690	-0.15186090
-2.36282507	0.91152690	-0.10948470
-2.36218507	0.91152690	-0.07013568
-2.36154507	0.89352090	-0.02339531
-2.36090507	0.89352090	0.02429661
-2.36026507	0.91152690	0.06361841
-2.35962507	0.89352090	0.10296750
-2.35898507	0.89352090	0.15019720
-2.35834507	0.89352090	0.18954630
-2.35770507	0.89352090	0.22889540
-2.35706507	0.89352090	0.26561050
-2.35642507	0.89352090	0.29774080
-2.35578507	0.91152690	0.32332770
-2.35514507	0.91152690	0.35393400
-2.35450507	0.89352090	0.37841090
-2.35386507	0.91152690	0.39417230
-2.35322507	0.89352090	0.40990650
-2.35258507	0.89352090	0.41776000
-2.35194507	0.89352090	0.42564070
-2.35130507	0.89352090	0.42564070
-2.35066507	0.89352090	0.42564070
-2.35002507	0.89352090	0.41776000
-2.34938507	0.89352090	0.40990650
-2.34874507	0.89352090	0.39417230
-2.34810507	0.89352090	0.37841090
-2.34746507	0.89352090	0.34694250
-2.34682507	0.89352090	0.32332770
-2.34618507	0.89352090	0.29971270
-2.34554507	0.89352090	0.26824440
-2.34490507	0.89352090	0.22889540
-2.34426507	0.89352090	0.18954630
-2.34362507	0.89352090	0.15805070
-2.34298507	0.89352090	0.11084820
-2.34234507	0.89352090	0.07149912
-2.34170507	0.89352090	0.02429661
-2.34106507	0.89352090	-0.01505245
-2.34042507	0.89352090	-0.06228223
-2.33978507	0.89352090	-0.10163130
-2.33914507	0.89352090	-0.14886110
-2.33850507	0.89352090	-0.18821010
-2.33786507	0.89352090	-0.21967850
-2.33722507	0.89352090	-0.25902750
-2.33658507	0.89352090	-0.29049590
-2.33594507	0.89352090	-0.32199150
-2.33530507	0.89352090	-0.35345980
-2.33466507	0.89352090	-0.37707470
-2.33402507	0.89352090	-0.39280890
-2.33338507	0.89352090	-0.40857030
-2.33274507	0.89352090	-0.42430450
-2.33210507	0.89352090	-0.43215790
-2.33146507	0.89352090	-0.43215790
-2.33082507	0.89352090	-0.42341970
-2.33018507	0.89352090	-0.42341970
-2.32954507	0.87545390	-0.40800370
-2.32890507	0.87545390	-0.40030900
-2.32826507	0.87545390	-0.37717160
-2.32762507	0.87545390	-0.36175560
-2.32698507	0.87545390	-0.33861820
-2.32634507	0.87545390	-0.30775950
-2.32570507	0.87545390	-0.27692740
-2.32506507	0.87545390	-0.24606860
-2.32442507	0.87545390	-0.20751520
-2.32378507	0.87545390	-0.16896180
-2.32314507	0.87545390	-0.12271370
-2.32250507	0.87545390	-0.08416028
-2.32186507	0.87545390	-0.04560686
-2.32122507	0.87545390	0.00066794
-2.32058507	0.87545390	0.03919465
-2.31994507	0.87545390	0.08546944
-2.31930507	0.87545390	0.12402290
-2.31866507	0.87545390	0.16257630
-2.31802507	0.87545390	0.20112970
-2.31738507	0.87545390	0.23968310
-2.31674507	0.87545390	0.27051520
-2.31610507	0.87545390	0.30137400
-2.31546507	0.87545390	0.33220600
-2.31482507	0.87545390	0.35534340
-2.31418507	0.87545390	0.37848080
-2.31354507	0.87545390	0.39389680
-2.31290507	0.87545390	0.40089430
-2.31226507	0.87545390	0.40089430
-2.31162507	0.85744800	0.42475560
-2.31098507	0.85744800	0.41703420
-2.31034507	0.87545390	0.40845690
-2.30970507	0.87545390	0.40931290
-2.30906507	0.85744800	0.39389680
-2.30842507	0.87545390	0.37069640
-2.30778507	0.87545390	0.34803490
-2.30714507	0.85744800	0.33220600
