Частота	A * B
(kГц)	(?)

0.00000000	0.00057544
0.02384186	0.01910894
0.04768372	0.06938390
0.07152557	0.26957400
0.09536743	0.35265520
0.11920929	0.17648780
0.14305115	0.01881928
0.16689301	0.02004146
0.19073486	0.01670287
0.21457672	0.00177485
0.23841858	0.07487776
0.26226044	0.12400730
0.28610229	0.11473920
0.30994415	0.05317483
0.33378601	0.01482150
0.35762787	0.00620536
0.38146973	0.02141868
0.40531158	0.02963612
0.42915344	0.09424777
0.45299530	0.11259090
0.47683716	0.08780848
0.50067902	0.01865415
0.52452087	0.02170376
0.54836273	0.01198277
0.57220459	0.00899124
0.59604645	0.08319484
0.61988831	0.19691380
0.64373016	0.19801140
0.66757202	0.08260152
0.69141388	0.00910717
0.71525574	0.01189266
0.73909760	0.02169565
0.76293945	0.08278555
0.78678131	0.57999580
0.81062317	1.04459100
0.83446503	0.67238680
0.85830688	0.12416250
0.88214874	0.02143115
0.90599060	0.00627671
0.92983246	0.01478185
0.95367432	0.05694229
0.97751617	0.13775680
1.00135803	0.15037250
1.02519989	0.08227806
1.04904175	0.00336083
1.07288361	0.01664467
1.09672546	0.02007975
1.12056732	0.00855718
1.14440918	0.07877264
1.16825104	0.10716740
1.19209290	0.09690784
1.21593475	0.04004876
1.23977661	0.01915407
1.26361847	0.00015251
1.28746033	0.01907907
1.31130219	0.04486189
1.33514404	0.12916680
1.35898590	0.15694870
1.38282776	0.09556261
1.40666962	0.00955366
1.43051147	0.02008479
1.45435333	0.01680520
1.47819519	0.03238857
1.50203705	0.43670710
1.52587891	1.08326500
1.54972076	0.93625500
1.57356262	0.26176690
1.59740448	0.01640008
1.62124634	0.00622344
1.64508820	0.02137722
1.66893005	0.03676359
1.69277191	0.15094640
1.71661377	0.21461370
1.74045563	0.13283860
1.76429749	0.02352680
1.78813934	0.02167611
1.81198120	0.01203469
1.83582306	0.00847825
1.85966492	0.06184227
1.88350677	0.10751200
1.90734863	0.10706640
1.93119049	0.06150395
1.95503235	0.00874803
1.97887421	0.01184127
2.00271606	0.02171746
2.02655792	0.01967017
2.05039978	0.09426643
2.07424164	0.12851280
2.09808350	0.10255810
2.12192535	0.03003781
2.14576721	0.02146740
2.16960907	0.00639216
2.19345093	0.01484746
2.21729279	0.09576994
2.24113464	0.30602710
2.26497650	0.35094390
2.28881836	0.14983860
2.31266022	0.00986852
2.33650208	0.01657443
2.36034393	0.02009341
2.38418579	0.01845811
2.40802765	0.17262490
2.43186951	0.34277810
2.45571136	0.25972680
2.47955322	0.06777760
2.50339508	0.01920517
2.52723694	0.00040645
2.55107880	0.01904135
2.57492065	0.04183969
2.59876251	0.10888000
2.62260437	0.12503640
2.64644623	0.08409698
2.67028809	0.00884582
2.69412994	0.01998181
2.71797180	0.01680777
2.74181366	0.00122823
2.76565552	0.07174778
2.78949738	0.11047890
2.81333923	0.10464830
2.83718109	0.05107994
2.86102295	0.01496068
2.88486481	0.00603889
2.90870667	0.02137439
2.93254852	0.03773690
2.95639038	0.15538240
2.98023224	0.22305450
3.00407410	0.13699040
3.02791595	0.02377187
3.05175781	0.02165781
3.07559967	0.01212889
3.09944153	0.01623725
3.12328339	0.28913710
3.14712524	0.84781800
