Время	Канал A	A * B
(mс)	(В)	(?)

1.86744387	0.33646660	0.11878550
1.86808387	0.33646660	0.12767800
1.86872387	0.33646660	0.13953810
1.86936387	0.33646660	0.14546300
1.87000387	0.33646660	0.17486620
1.87064387	0.38117620	0.15731280
1.87128387	0.33646660	0.16028040
1.87192387	0.33646660	0.18494030
1.87256387	0.38117620	0.18494030
1.87320387	0.38117620	0.18157840
1.87384387	0.38117620	0.17821650
1.87448387	0.38117620	0.17150430
1.87512387	0.38117620	0.16479210
1.87576387	0.38117620	0.15471800
1.87640387	0.38117620	0.14464380
1.87704387	0.38117620	0.13456970
1.87768387	0.38117620	0.12114530
1.87832387	0.38117620	0.11659970
1.87896387	0.42588580	0.10160070
1.87960387	0.42588580	0.07413665
1.88024387	0.38117620	0.06033393
1.88088387	0.42588580	0.03721374
1.88152387	0.38117620	0.02042742
1.88216387	0.38117620	0.00032494
1.88280387	0.42588580	-0.01843031
1.88344387	0.42588580	-0.04094181
1.88408387	0.42588580	-0.05594081
1.88472387	0.42588580	-0.07845230
1.88536387	0.42588580	-0.08700267
1.88600387	0.38117620	-0.11596280
1.88664387	0.42588580	-0.13096180
1.88728387	0.42588580	-0.14597380
1.88792387	0.42588580	-0.16097280
1.88856387	0.42588580	-0.17222850
1.88920387	0.42588580	-0.18348430
1.88984387	0.42588580	-0.19098380
1.89048387	0.42588580	-0.19848330
1.89112387	0.42588580	-0.20223950
1.89176387	0.42588580	-0.20598280
1.89240387	0.42588580	-0.22768070
1.89304387	0.47074800	-0.20598280
1.89368387	0.42588580	-0.20223950
1.89432387	0.42588580	-0.19474000
1.89496387	0.42588580	-0.18722750
1.89560387	0.42588580	-0.19452280
1.89624387	0.47074800	-0.16472900
1.89688387	0.42588580	-0.16964000
1.89752387	0.47074800	-0.15304660
1.89816387	0.47074800	-0.14942880
1.89880387	0.51545760	-0.10470710
1.89944387	0.42588580	-0.09500585
1.90008387	0.47074800	-0.07842688
1.90072387	0.47074800	-0.04939212
1.90136387	0.47074800	-0.03281315
1.90200387	0.47074800	-0.00793032
1.90264387	0.47074800	0.01280058
1.90328387	0.47074800	0.03766904
1.90392387	0.47074800	0.06847703
1.90456387	0.51545760	0.08326839
1.90520387	0.47074800	0.11387670
1.90584387	0.51545760	0.13204600
1.90648387	0.51545760	0.15474580
1.90712387	0.51545760	0.17289940
1.90776387	0.51545760	0.19106870
1.90840387	0.51545760	0.20467600
1.90904387	0.51545760	0.21829910
1.90968387	0.51545760	0.23192210
1.91032387	0.51545760	0.23646840
1.91096387	0.51545760	0.24099890
