Time,Object Name,Status,Value,Units,Alert ID,Priority
18.03.2019 14:11:34,TIC Turbo Speed,,1.6,,0,0
18.03.2019 14:11:34,TIC Turbo Power,,7.5,,0,0
18.03.2019 14:11:34,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2019 14:11:34,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2019 14:11:34,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2019 14:11:36,TIC Turbo Speed,,1.6,,0,0
18.03.2019 14:11:36,TIC Turbo Power,,8.2,,0,0
18.03.2019 14:11:36,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2019 14:11:36,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2019 14:11:36,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2019 14:11:38,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2019 14:11:38,TIC Turbo Speed,,1.6,,0,0
18.03.2019 14:11:38,TIC Turbo Power,,6.3,,0,0
18.03.2019 14:11:38,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2019 14:11:38,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2019 14:11:40,TIC Turbo Speed,,1.6,,0,0
18.03.2019 14:11:40,TIC Turbo Power,,5.6,,0,0
18.03.2019 14:11:40,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2019 14:11:40,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2019 14:11:41,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2019 14:11:42,TIC Turbo Speed,,1.6,,0,0
18.03.2019 14:11:42,TIC Turbo Power,,6.5,,0,0
18.03.2019 14:11:42,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2019 14:11:43,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2019 14:11:43,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2019 14:11:44,TIC Turbo Speed,,1.6,,0,0
18.03.2019 14:11:44,TIC Turbo Power,,6.8,,0,0
18.03.2019 14:11:45,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2019 14:11:45,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2019 14:11:45,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2019 14:11:46,TIC Turbo Speed,,1.6,,0,0
18.03.2019 14:11:46,TIC Turbo Power,,5.6,,0,0
18.03.2019 14:11:47,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2019 14:11:47,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2019 14:11:47,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2019 14:11:49,TIC Turbo Speed,,1.6,,0,0
18.03.2019 14:11:49,TIC Turbo Power,,5.6,,0,0
18.03.2019 14:11:49,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2019 14:11:49,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2019 14:11:49,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2019 14:12:06,TIC Turbo Speed,,1.6,,0,0
18.03.2019 14:12:06,TIC Turbo Power,,8.4,,0,0
18.03.2019 14:12:06,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2019 14:12:06,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2019 14:12:06,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2019 14:12:08,TIC Turbo Speed,,1.6,,0,0
18.03.2019 14:12:08,TIC Turbo Power,,6.1,,0,0
18.03.2019 14:12:08,TIC Gauge 1,11,1.0000e+05,59,0,0
