Time,Object Name,Status,Value,Units,Alert ID,Priority
25.02.2019 9:40:37,TIC Turbo Speed,,1.6,,0,0
25.02.2019 9:40:37,TIC Turbo Power,,5.6,,0,0
25.02.2019 9:40:37,TIC Gauge 1,11,1.0000e+05,59,0,0
25.02.2019 9:40:37,TIC Gauge 2,5,9.9000e+09,59,0,0
25.02.2019 9:40:37,TIC Gauge 3,5,9.9000e+09,59,0,0
25.02.2019 9:40:39,TIC Turbo Speed,,1.6,,0,0
25.02.2019 9:40:39,TIC Turbo Power,,5.4,,0,0
25.02.2019 9:40:39,TIC Gauge 1,11,1.0000e+05,59,0,0
25.02.2019 9:40:39,TIC Gauge 2,5,9.9000e+09,59,0,0
25.02.2019 9:40:39,TIC Gauge 3,5,9.9000e+09,59,0,0
25.02.2019 9:40:41,TIC Turbo Speed,,1.6,,0,0
25.02.2019 9:40:41,TIC Turbo Power,,8.0,,0,0
25.02.2019 9:40:41,TIC Gauge 1,11,1.0000e+05,59,0,0
25.02.2019 9:40:41,TIC Gauge 2,5,9.9000e+09,59,0,0
25.02.2019 9:40:41,TIC Gauge 3,5,9.9000e+09,59,0,0
25.02.2019 9:40:43,TIC Gauge 1,11,1.0000e+05,59,0,0
25.02.2019 9:40:43,TIC Turbo Speed,,1.6,,0,0
25.02.2019 9:40:43,TIC Turbo Power,,6.8,,0,0
25.02.2019 9:40:43,TIC Gauge 2,5,9.9000e+09,59,0,0
25.02.2019 9:40:43,TIC Gauge 3,5,9.9000e+09,59,0,0
25.02.2019 9:40:45,TIC Turbo Speed,,1.6,,0,0
25.02.2019 9:40:45,TIC Turbo Power,,7.5,,0,0
25.02.2019 9:40:45,TIC Gauge 1,11,1.0000e+05,59,0,0
25.02.2019 9:40:45,TIC Gauge 2,5,9.9000e+09,59,0,0
25.02.2019 9:40:45,TIC Gauge 3,5,9.9000e+09,59,0,0
25.02.2019 9:40:47,TIC Turbo Speed,,1.6,,0,0
25.02.2019 9:40:47,TIC Turbo Power,,6.1,,0,0
25.02.2019 9:40:47,TIC Gauge 1,11,1.0000e+05,59,0,0
25.02.2019 9:40:47,TIC Gauge 2,5,9.9000e+09,59,0,0
25.02.2019 9:40:47,TIC Gauge 3,5,9.9000e+09,59,0,0
25.02.2019 9:40:49,TIC Turbo Speed,,1.6,,0,0
25.02.2019 9:40:49,TIC Turbo Power,,6.5,,0,0
25.02.2019 9:40:49,TIC Gauge 1,11,1.0000e+05,59,0,0
25.02.2019 9:40:49,TIC Gauge 2,5,9.9000e+09,59,0,0
25.02.2019 9:40:49,TIC Gauge 3,5,9.9000e+09,59,0,0
25.02.2019 9:40:51,TIC Turbo Speed,,1.6,,0,0
25.02.2019 9:40:51,TIC Turbo Power,,6.1,,0,0
25.02.2019 9:40:51,TIC Gauge 1,11,1.0000e+05,59,0,0
25.02.2019 9:40:51,TIC Gauge 2,5,9.9000e+09,59,0,0
25.02.2019 9:40:51,TIC Gauge 3,5,9.9000e+09,59,0,0
25.02.2019 9:40:53,TIC Turbo Speed,,1.6,,0,0
25.02.2019 9:40:53,TIC Turbo Power,,8.0,,0,0
25.02.2019 9:40:53,TIC Gauge 1,11,1.0000e+05,59,0,0
25.02.2019 9:40:53,TIC Gauge 2,5,9.9000e+09,59,0,0
25.02.2019 9:40:54,TIC Gauge 3,5,9.9000e+09,59,0,0
25.02.2019 9:40:55,TIC Gauge 3,5,9.9000e+09,59,0,0
25.02.2019 9:40:55,TIC Turbo Speed,,1.6,,0,0
25.02.2019 9:40:55,TIC Turbo Power,,6.1,,0,0
25.02.2019 9:40:55,TIC Gauge 1,11,1.0000e+05,59,0,0
25.02.2019 9:40:55,TIC Gauge 2,5,9.9000e+09,59,0,0
25.02.2019 9:40:57,TIC Gauge 2,5,9.9000e+09,59,0,0
25.02.2019 9:40:57,TIC Turbo Speed,,1.6,,0,0
25.02.2019 9:40:57,TIC Turbo Power,,8.2,,0,0
25.02.2019 9:40:57,TIC Gauge 3,5,9.9000e+09,59,0,0
25.02.2019 9:40:57,TIC Gauge 1,11,1.0000e+05,59,0,0
25.02.2019 9:40:59,TIC Turbo Speed,,1.6,,0,0
25.02.2019 9:40:59,TIC Turbo Power,,8.0,,0,0
25.02.2019 9:40:59,TIC Gauge 1,11,1.0000e+05,59,0,0
25.02.2019 9:41:00,TIC Gauge 2,5,9.9000e+09,59,0,0
25.02.2019 9:41:00,TIC Gauge 3,5,9.9000e+09,59,0,0
25.02.2019 9:41:01,TIC Turbo Speed,,1.6,,0,0
25.02.2019 9:41:01,TIC Turbo Power,,6.8,,0,0
25.02.2019 9:41:02,TIC Gauge 1,11,1.0000e+05,59,0,0
25.02.2019 9:41:02,TIC Gauge 2,5,9.9000e+09,59,0,0
25.02.2019 9:41:02,TIC Gauge 3,5,9.9000e+09,59,0,0
25.02.2019 9:41:04,TIC Turbo Speed,,1.6,,0,0
25.02.2019 9:41:04,TIC Turbo Power,,6.8,,0,0
25.02.2019 9:41:04,TIC Gauge 1,11,1.0000e+05,59,0,0
