Time,Object Name,Status,Value,Units,Alert ID,Priority
21.03.2019 15:37:06,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:06,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:06,TIC Turbo Power,,7.5,,0,0
21.03.2019 15:37:06,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:06,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:08,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:08,TIC Turbo Power,,8.0,,0,0
21.03.2019 15:37:08,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:08,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:08,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:10,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:10,TIC Turbo Power,,8.0,,0,0
21.03.2019 15:37:10,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:10,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:10,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:12,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:12,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:12,TIC Turbo Power,,6.1,,0,0
21.03.2019 15:37:12,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:12,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:14,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:14,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:14,TIC Turbo Power,,8.4,,0,0
21.03.2019 15:37:14,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:14,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:16,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:16,TIC Turbo Power,,7.3,,0,0
21.03.2019 15:37:16,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:16,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:16,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:18,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:18,TIC Turbo Power,,6.8,,0,0
21.03.2019 15:37:18,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:18,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:18,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:20,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:20,TIC Turbo Power,,6.5,,0,0
21.03.2019 15:37:20,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:20,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:20,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:22,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:22,TIC Turbo Power,,7.5,,0,0
21.03.2019 15:37:22,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:22,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:22,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:24,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:24,TIC Turbo Power,,7.5,,0,0
21.03.2019 15:37:24,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:24,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:25,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:26,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:26,TIC Turbo Power,,6.1,,0,0
21.03.2019 15:37:26,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:26,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:27,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:28,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:28,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:28,TIC Turbo Power,,7.5,,0,0
21.03.2019 15:37:28,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:29,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:30,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:30,TIC Turbo Power,,6.3,,0,0
21.03.2019 15:37:31,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:31,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:31,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:33,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:33,TIC Turbo Power,,5.8,,0,0
21.03.2019 15:37:33,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:33,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:33,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:35,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:35,TIC Turbo Power,,8.0,,0,0
21.03.2019 15:37:35,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:35,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:35,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:37,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:37,TIC Turbo Power,,8.4,,0,0
21.03.2019 15:37:37,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:37,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:37,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:39,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:39,TIC Turbo Power,,6.1,,0,0
21.03.2019 15:37:39,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:39,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:39,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:41,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:41,TIC Turbo Power,,6.5,,0,0
21.03.2019 15:37:41,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:41,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:41,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:43,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:43,TIC Turbo Power,,7.5,,0,0
21.03.2019 15:37:43,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:43,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:43,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:45,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:45,TIC Turbo Power,,7.0,,0,0
21.03.2019 15:37:45,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:45,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:45,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:47,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:47,TIC Turbo Power,,5.6,,0,0
21.03.2019 15:37:47,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:47,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:47,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:49,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:49,TIC Turbo Power,,6.1,,0,0
21.03.2019 15:37:49,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:49,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:49,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:51,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:51,TIC Turbo Power,,7.0,,0,0
21.03.2019 15:37:51,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:51,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:51,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:53,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:53,TIC Turbo Power,,8.0,,0,0
21.03.2019 15:37:53,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:53,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:53,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:55,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:55,TIC Turbo Power,,6.1,,0,0
21.03.2019 15:37:55,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:55,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:55,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:57,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:57,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:57,TIC Turbo Power,,6.8,,0,0
21.03.2019 15:37:57,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:37:57,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:37:59,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:37:59,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:37:59,TIC Turbo Power,,8.0,,0,0
21.03.2019 15:37:59,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:38:00,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:38:01,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:38:01,TIC Turbo Power,,6.1,,0,0
21.03.2019 15:38:01,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:38:01,TIC Gauge 2,5,9.9000e+09,59,0,0
21.03.2019 15:38:02,TIC Gauge 3,5,9.9000e+09,59,0,0
21.03.2019 15:38:03,TIC Turbo Speed,,1.6,,0,0
21.03.2019 15:38:03,TIC Turbo Power,,6.1,,0,0
21.03.2019 15:38:04,TIC Gauge 1,11,1.0000e+05,59,0,0
21.03.2019 15:38:04,TIC Gauge 2,5,9.9000e+09,59,0,0
