Time,Object Name,Status,Value,Units,Alert ID,Priority
12.02.2019 9:15:25,TIC Turbo Power,,8.2,,0,0
12.02.2019 9:15:25,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:25,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:25,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:25,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:27,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:27,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:27,TIC Turbo Power,,7.5,,0,0
12.02.2019 9:15:27,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:27,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:29,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:29,TIC Turbo Power,,7.3,,0,0
12.02.2019 9:15:29,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:29,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:29,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:31,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:31,TIC Turbo Power,,8.0,,0,0
12.02.2019 9:15:31,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:31,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:31,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:33,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:33,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:33,TIC Turbo Power,,6.5,,0,0
12.02.2019 9:15:33,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:33,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:35,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:35,TIC Turbo Power,,6.5,,0,0
12.02.2019 9:15:35,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:35,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:35,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:37,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:37,TIC Turbo Power,,6.1,,0,0
12.02.2019 9:15:37,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:37,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:37,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:39,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:39,TIC Turbo Power,,8.4,,0,0
12.02.2019 9:15:39,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:39,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:40,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:41,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:41,TIC Turbo Power,,6.1,,0,0
12.02.2019 9:15:41,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:41,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:42,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:43,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:43,TIC Turbo Power,,6.1,,0,0
12.02.2019 9:15:44,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:44,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:44,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:45,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:45,TIC Turbo Power,,8.2,,0,0
12.02.2019 9:15:46,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:46,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:46,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:47,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:48,TIC Turbo Power,,6.1,,0,0
12.02.2019 9:15:48,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:48,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:48,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:50,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:50,TIC Turbo Power,,8.2,,0,0
12.02.2019 9:15:50,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:50,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:50,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:52,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:52,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:52,TIC Turbo Power,,8.0,,0,0
12.02.2019 9:15:52,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:52,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:54,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:54,TIC Turbo Power,,7.0,,0,0
12.02.2019 9:15:54,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:54,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:54,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:56,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:56,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:56,TIC Turbo Power,,6.5,,0,0
12.02.2019 9:15:56,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:15:56,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:58,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:15:58,TIC Turbo Power,,8.0,,0,0
12.02.2019 9:15:58,TIC Gauge 1,11,1.0000e+05,59,0,0
12.02.2019 9:15:58,TIC Gauge 2,5,9.9000e+09,59,0,0
12.02.2019 9:15:58,TIC Gauge 3,5,9.9000e+09,59,0,0
12.02.2019 9:16:00,TIC Turbo Speed,,1.6,,0,0
12.02.2019 9:16:00,TIC Turbo Power,,6.8,,0,0
