Частота	A * B
(kГц)	(?)

0.00000000	2.69047800
0.02384186	1.16145500
0.04768372	0.23831490
0.07152557	0.11714320
0.09536743	0.13968660
0.11920929	0.16294000
0.14305115	0.22402010
0.16689301	0.17899440
0.19073486	0.08925264
0.21457672	0.07329102
0.23841858	0.07025415
0.26226044	0.15627840
0.28610229	0.17740770
0.30994415	0.26450980
0.33378601	0.58624220
0.35762787	0.56660300
0.38146973	0.17638640
0.40531158	0.07315200
0.42915344	0.14384970
0.45299530	0.14999790
0.47683716	0.13730150
0.50067902	0.14283080
0.52452087	0.16406630
0.54836273	0.12286190
0.57220459	0.05660158
0.59604645	0.18664640
0.61988831	0.35093410
0.64373016	0.15784460
0.66757202	0.09146299
0.69141388	0.14804270
0.71525574	0.08021335
0.73909760	0.12012720
0.76293945	0.30452020
0.78678131	0.19239990
0.81062317	0.05913256
0.83446503	0.06992237
0.85830688	0.05952784
0.88214874	0.02386511
0.90599060	0.04402657
0.92983246	0.07176802
0.95367432	0.14035790
0.97751617	0.13082680
1.00135803	0.12389000
1.02519989	0.26439300
1.04904175	0.25416200
1.07288361	0.07937064
1.09672546	0.02764543
1.12056732	0.06702839
1.14440918	0.08910400
1.16825104	0.09558479
1.19209290	0.08330027
1.21593475	0.17668420
1.23977661	0.27430360
1.26361847	0.10309890
1.28746033	0.09578355
1.31130219	0.13797650
1.33514404	0.07159041
1.35898590	0.22203380
1.38282776	0.41940410
1.40666962	0.22643990
1.43051147	0.04903807
1.45435333	0.11877480
1.47819519	0.16025010
1.50203705	0.14687820
1.52587891	0.10409140
1.54972076	0.09639265
1.57356262	0.08298924
1.59740448	0.05733175
1.62124634	0.51866640
1.64508820	1.33865700
1.66893005	1.21193600
1.69277191	0.40461440
1.71661377	0.06069454
1.74045563	0.03441381
1.76429749	0.05937865
1.78813934	0.07697032
1.81198120	0.09908212
1.83582306	0.22462280
1.85966492	0.23417640
1.88350677	0.13981140
1.90734863	0.13125620
1.93119049	0.12700040
1.95503235	0.19919080
1.97887421	0.73143100
2.00271606	1.08625400
2.02655792	0.58904500
2.05039978	0.12497920
2.07424164	0.11014170
2.09808350	0.12209530
2.12192535	0.14841440
2.14576721	0.17069940
2.16960907	0.11403370
2.19345093	0.06587046
2.21729279	0.07593282
2.24113464	0.16638380
2.26497650	0.32657090
2.28881836	0.28559420
2.31266022	0.13329750
2.33650208	0.03329462
2.36034393	0.02227934
2.38418579	0.05888782
2.40802765	0.13227450
2.43186951	0.18420090
2.45571136	0.17301120
2.47955322	0.12802820
2.50339508	0.10304830
2.52723694	0.12374870
2.55107880	0.10144870
2.57492065	0.07658940
2.59876251	0.14027530
2.62260437	0.25199720
2.64644623	0.10359100
2.67028809	0.09071326
2.69412994	0.12058130
2.71797180	0.06318032
2.74181366	0.17715570
2.76565552	0.31175710
2.78949738	0.18964520
2.81333923	0.04421711
2.83718109	0.04929150
2.86102295	0.02608216
2.88486481	0.04148499
2.90870667	0.09522640
2.93254852	0.11663270
2.95639038	0.09386861
2.98023224	0.07978471
3.00407410	0.19058980
3.02791595	0.41303850
3.05175781	0.37042320
3.07559967	0.11802680
3.09944153	0.04139372
3.12328339	0.07268069
3.14712524	0.08208058
