Время	Канал A	A * B
(mс)	(В)	(?)

-2.49691890	1.07382400	0.50295320
-2.49627890	1.05581800	0.50295320
-2.49563890	1.05581800	0.49364110
-2.49499890	1.05581800	0.47504900
-2.49435890	1.05581800	0.45645690
-2.49371890	1.05581800	0.41924050
-2.49307890	1.05581800	0.38467140
-2.49243890	1.03775100	0.35724470
-2.49179890	1.03775100	0.32066510
-2.49115890	1.03775100	0.28411720
-2.49051890	1.03775100	0.22926370
-2.48987890	1.03775100	0.18356290
-2.48923890	1.03775100	0.13786220
-2.48859890	1.03775100	0.09216153
-2.48795890	1.03775100	0.04565467
-2.48731890	1.01974500	-0.00821597
-2.48667890	1.01974500	-0.06318291
-2.48603890	1.03775100	-0.10699440
-2.48539890	1.01974500	-0.15190210
-2.48475890	1.01974500	-0.20580390
-2.48411890	1.01974500	-0.24171770
-2.48347890	1.01974500	-0.28662540
-2.48283890	1.01974500	-0.32257030
-2.48219890	1.01974500	-0.35213280
-2.48155890	1.00167800	-0.39442900
-2.48091890	1.01974500	-0.41391420
-2.48027890	1.00167800	-0.43155290
-2.47963890	1.00167800	-0.45802630
-2.47899890	1.00167800	-0.47566510
-2.47835890	1.00167800	-0.48446910
-2.47771890	1.00167800	-0.49330380
-2.47707890	1.00167800	-0.48446910
-2.47643890	1.00167800	-0.47576050
-2.47579890	0.98367260	-0.46711470
-2.47515890	0.98367260	-0.45843880
-2.47451890	0.98367260	-0.43244130
-2.47387890	0.98367260	-0.40647380
-2.47323890	0.98367260	-0.38047630
-2.47259890	0.98367260	-0.34796810
-2.47195890	0.96560560	-0.30544460
-2.47131890	0.96560560	-0.27140810
-2.47067890	0.96560560	-0.23740100
-2.47003890	0.96560560	-0.19487750
-2.46939890	0.96560560	-0.15235390
-2.46875890	0.96560560	-0.10131390
-2.46811890	0.96560560	-0.05879034
-2.46747890	0.96560560	-0.00763470
-2.46683890	0.94759970	0.03409589
-2.46619890	0.94759970	0.07582649
-2.46555890	0.94759970	0.12588580
-2.46491890	0.94759970	0.16761640
-2.46427890	0.94759970	0.20934700
-2.46363890	0.94759970	0.25107760
-2.46299890	0.94759970	0.27907390
-2.46235890	0.92959380	0.31181260
-2.46171890	0.92959380	0.35125420
-2.46107890	0.94759970	0.36911970
-2.46043890	0.92959380	0.39368800
-2.45979890	0.92959380	0.41825620
-2.45915890	0.92959380	0.42645510
-2.45851890	0.92959380	0.42617850
-2.45787890	0.91152690	0.43421800
-2.45723890	0.91152690	0.43421800
-2.45659890	0.91152690	0.42617850
-2.45595890	0.91152690	0.42617850
-2.45531890	0.91152690	0.41816680
-2.45467890	0.91152690	0.38629160
-2.45403890	0.89352090	0.37055740
-2.45339890	0.89352090	0.34694250
-2.45275890	0.89352090	0.32332770
-2.45211890	0.89352090	0.29185930
-2.45147890	0.89352090	0.26036370
-2.45083890	0.89352090	0.22101460
-2.45019890	0.89352090	0.18166560
-2.44955890	0.89352090	0.14231650
-2.44891890	0.89352090	0.10296750
-2.44827890	0.89352090	0.05573769
-2.44763890	0.89352090	0.01641589
-2.44699890	0.89352090	-0.03078662
-2.44635890	0.89352090	-0.06871754
-2.44571890	0.87545390	-0.10727100
-2.44507890	0.87545390	-0.15354580
-2.44443890	0.87545390	-0.19209920
-2.44379890	0.87545390	-0.22590870
-2.44315890	0.85744800	-0.25613280
-2.44251890	0.85744800	-0.29389320
-2.44187890	0.85744800	-0.32320220
-2.44123890	0.87545390	-0.34675260
-2.44059890	0.85744800	-0.36185160
-2.43995890	0.85744800	-0.38451310
-2.43931890	0.85744800	-0.39961210
-2.43867890	0.85744800	-0.40717460
-2.43803890	0.85744800	-0.40597280
-2.43739890	0.83938110	-0.41337600
-2.43675890	0.83938110	-0.40597280
-2.43611890	0.83938110	-0.39859520
-2.43547890	0.83938110	-0.39119200
-2.43483890	0.83938110	-0.37558110
-2.43419890	0.82137520	-0.35387290
-2.43355890	0.82137520	-0.33216480
-2.43291890	0.82137520	-0.31045660
-2.43227890	0.82137520	-0.28152910
-2.43163890	0.82137520	-0.25257660
-2.43099890	0.82137520	-0.21640470
-2.43035890	0.82137520	-0.18023280
-2.42971890	0.82137520	-0.15130530
-2.42907890	0.82137520	-0.10788900
-2.42843890	0.82137520	-0.07171711
-2.42779890	0.82137520	-0.03476600
-2.42715890	0.80336920	0.00769854
-2.42651890	0.80336920	0.05011404
-2.42587890	0.80336920	0.08549298
-2.42523890	0.80336920	0.12087190
-2.42459890	0.80336920	0.16333650
-2.42395890	0.80336920	0.19165430
-2.42331890	0.80336920	0.22192750
-2.42267890	0.78530230	0.25532660
-2.42203890	0.80336920	0.27724160
-2.42139890	0.78530230	0.29799640
-2.42075890	0.78530230	0.32567750
-2.42011890	0.78530230	0.33950600
-2.41947890	0.78530230	0.36026080
-2.41883890	0.78530230	0.36716300
-2.41819890	0.78530230	0.37408930
-2.41755890	0.78530230	0.37227940
-2.41691890	0.76729640	0.36551190
-2.41627890	0.76729640	0.35874450
-2.41563890	0.76729640	0.35874450
-2.41499890	0.76729640	0.34523300
-2.41435890	0.76729640	0.32495410
-2.41371890	0.76729640	0.30410940
-2.41307890	0.74922940	0.27772270
-2.41243890	0.74922940	0.26414080
-2.41179890	0.76729640	0.23151180
-2.41115890	0.74922940	0.20512520
-2.41051890	0.74922940	0.17213050
-2.40987890	0.74922940	0.13913570
-2.40923890	0.74922940	0.09953293
-2.40859890	0.74922940	0.06653821
-2.40795890	0.74922940	0.02631039
-2.40731890	0.73122350	-0.00589139
-2.40667890	0.73122350	-0.03809316
-2.40603890	0.73122350	-0.07672189
-2.40539890	0.73122350	-0.10892370
-2.40475890	0.73122350	-0.14757470
-2.40411890	0.73122350	-0.17977650
-2.40347890	0.73122350	-0.20552900
-2.40283890	0.73122350	-0.22560810
-2.40219890	0.71321760	-0.25701690
-2.40155890	0.71321760	-0.28283110
-2.40091890	0.73122350	-0.29471620
-2.40027890	0.71321760	-0.31354410
-2.39963890	0.71321760	-0.32612500
-2.39899890	0.71321760	-0.33868420
-2.39835890	0.71321760	-0.33621470
-2.39771890	0.69515060	-0.34495290
-2.39707890	0.71321760	-0.34495290
-2.39643890	0.71321760	-0.33621470
-2.39579890	0.69515060	-0.33010480
-2.39515890	0.69515060	-0.31786380
-2.39451890	0.69515060	-0.30560150
-2.39387890	0.69515060	-0.29336050
-2.39323890	0.69515060	-0.26887840
-2.39259890	0.69515060	-0.24401760
-2.39195890	0.67714470	-0.22014900
-2.39131890	0.67714470	-0.19032880
-2.39067890	0.67714470	-0.16648090
-2.39003890	0.67714470	-0.13666060
-2.38939890	0.67714470	-0.10086800
-2.38875890	0.67714470	-0.07104781
-2.38811890	0.67714470	-0.04122757
-2.38747890	0.67714470	-0.00545568
-2.38683890	0.67714470	0.02436456
-2.38619890	0.67714470	0.05418480
-2.38555890	0.67714470	0.08995669
-2.38491890	0.67714470	0.11977690
-2.38427890	0.67714470	0.14959720
-2.38363890	0.67714470	0.17941740
-2.38299890	0.67714470	0.19786210
-2.38235890	0.65907770	0.22107370
-2.38171890	0.65907770	0.24430550
-2.38107890	0.65907770	0.26170410
-2.38043890	0.65907770	0.27912290
-2.37979890	0.65907770	0.29654170
-2.37915890	0.65907770	0.30235470
-2.37851890	0.65907770	0.31396050
-2.37787890	0.65907770	0.30538310
-2.37723890	0.64107180	0.30538310
-2.37659890	0.64107180	0.30538310
-2.37595890	0.64107180	0.29972900
-2.37531890	0.64107180	0.29409440
-2.37467890	0.64107180	0.28280570
-2.37403890	0.64107180	0.26586280
-2.37339890	0.64107180	0.24891980
-2.37275890	0.64107180	0.21994450
-2.37211890	0.62300490	0.20349810
-2.37147890	0.62300490	0.17606200
-2.37083890	0.62300490	0.15410180
-2.37019890	0.62300490	0.12666580
-2.36955890	0.62300490	0.09922978
-2.36891890	0.62300490	0.07179376
-2.36827890	0.62300490	0.03886294
-2.36763890	0.62300490	0.01144593
-2.36699890	0.62300490	-0.02146588
-2.36635890	0.62300490	-0.04748855
-2.36571890	0.60499890	-0.07413162
-2.36507890	0.60499890	-0.10611070
-2.36443890	0.60499890	-0.13275380
-2.36379890	0.60499890	-0.15939680
-2.36315890	0.60499890	-0.18072240
-2.36251890	0.60499890	-0.20202940
-2.36187890	0.60499890	-0.22335500
-2.36123890	0.60499890	-0.24466200
-2.36059890	0.60499890	-0.26065160
-2.35995890	0.60499890	-0.27130510
-2.35931890	0.60499890	-0.28195860
-2.35867890	0.60499890	-0.29261220
-2.35803890	0.60499890	-0.28390350
-2.35739890	0.58699300	-0.29794820
-2.35675890	0.60499890	-0.29794820
-2.35611890	0.60499890	-0.28390350
-2.35547890	0.58699300	-0.27356700
-2.35483890	0.58699300	-0.26323060
-2.35419890	0.58699300	-0.25289410
-2.35355890	0.58699300	-0.23738040
-2.35291890	0.58699300	-0.22186680
-2.35227890	0.58699300	-0.20119390
-2.35163890	0.58699300	-0.17494730
-2.35099890	0.56892600	-0.14989280
-2.35035890	0.56892600	-0.12985620
-2.34971890	0.56892600	-0.10480170
-2.34907890	0.56892600	-0.07710251
-2.34843890	0.58699300	-0.04967490
-2.34779890	0.56892600	-0.02462042
-2.34715890	0.56892600	0.00545191
-2.34651890	0.56892600	0.03548951
-2.34587890	0.56892600	0.05862784
-2.34523890	0.55092010	0.08559848
-2.34459890	0.56892600	0.11065300
-2.34395890	0.56892600	0.13627150
-2.34331890	0.55092010	0.16077930
-2.34267890	0.56892600	0.17509330
-2.34203890	0.55092010	0.19449580
-2.34139890	0.55092010	0.20905610
-2.34075890	0.55092010	0.22847540
-2.34011890	0.55092010	0.23817670
-2.33947890	0.55092010	0.24787790
-2.33883890	0.55092010	0.24913210
-2.33819890	0.53285320	0.26243820
-2.33755890	0.55092010	0.25383180
-2.33691890	0.53285320	0.25383180
-2.33627890	0.53285320	0.24913210
-2.33563890	0.53285320	0.24913210
-2.33499890	0.53285320	0.23974900
-2.33435890	0.53285320	0.23036590
-2.33371890	0.53285320	0.21628310
-2.33307890	0.53285320	0.20220030
-2.33243890	0.53285320	0.18343410
-2.33179890	0.53285320	0.16465160
-2.33115890	0.53285320	0.14118570
-2.33051890	0.53285320	0.11771980
-2.32987890	0.53285320	0.09895357
-2.32923890	0.53285320	0.07078799
-2.32859890	0.53285320	0.04572300
-2.32795890	0.51484730	0.02305005
-2.32731890	0.51484730	-0.00429314
-2.32667890	0.53285320	-0.03134618
-2.32603890	0.51484730	-0.05401913
-2.32539890	0.51484730	-0.07669208
-2.32475890	0.51484730	-0.10390590
-2.32411890	0.51484730	-0.12657890
-2.32347890	0.51484730	-0.15447170
-2.32283890	0.53285320	-0.16285870
-2.32219890	0.51484730	-0.18553170
-2.32155890	0.51484730	-0.19913860
-2.32091890	0.51484730	-0.21274550
-2.32027890	0.51484730	-0.21839410
-2.31963890	0.49678030	-0.22715720
-2.31899890	0.49678030	-0.24448450
-2.31835890	0.51484730	-0.24027140
-2.31771890	0.49678030	-0.24465300
-2.31707890	0.49678030	-0.24465300
-2.31643890	0.49678030	-0.24027140
-2.31579890	0.49678030	-0.23590510
-2.31515890	0.49678030	-0.22715720
-2.31451890	0.49678030	-0.21839410
-2.31387890	0.49678030	-0.20964620
-2.31323890	0.49678030	-0.19215040
-2.31259890	0.49678030	-0.17463950
-2.31195890	0.49678030	-0.16151010
-2.31131890	0.49678030	-0.13457170
-2.31067890	0.47877440	-0.12213700
-2.31003890	0.49678030	-0.09662572
-2.30939890	0.47877440	-0.07554135
-2.30875890	0.47877440	-0.05445699
-2.30811890	0.47877440	-0.02914990
-2.30747890	0.47877440	-0.00385743
