Время	A * B
(mс)	(?)

-0.66897165	0.02543729
-0.66865165	0.02519020
-0.66833165	0.00882415
-0.66801165	0.02444976
-0.66769165	0.02420352
-0.66737165	0.02346308
-0.66705165	0.02296975
-0.66673165	0.02247641
-0.66641165	0.02173597
-0.66609165	0.02099553
-0.66577165	0.00723712
-0.66545165	0.01976176
-0.66513165	0.01877423
-0.66481165	0.01778755
-0.66449165	0.01680087
-0.66417165	0.01581334
-0.66385165	0.01482666
-0.66353165	0.01383913
-0.66321165	0.01285245
-0.66289165	0.01161868
-0.66257165	0.00379849
-0.66225165	0.00939737
-0.66193165	0.00300513
-0.66161165	0.00256430
-0.66129165	0.00212348
-0.66097165	0.00470938
-0.66065165	0.00347560
-0.66033165	0.00224183
-0.66001165	0.00100805
-0.65969165	-0.00022572
-0.65937165	-0.00145950
-0.65905165	-0.00269327
-0.65873165	-0.00367995
-0.65841165	-0.00516082
-0.65809165	-0.00614750
-0.65777165	-0.00738127
-0.65745165	-0.00836880
-0.65713165	-0.00935548
-0.65681165	-0.01058925
-0.65649165	-0.01157679
-0.65617165	-0.01281056
-0.65585165	-0.01379724
-0.65553165	-0.01453767
-0.65521165	-0.01552435
-0.65489165	-0.01626479
-0.65457165	-0.01700522
-0.65425165	-0.01774566
-0.65393165	-0.01848609
-0.65361165	-0.01922567
-0.65329165	-0.01971987
-0.65297165	-0.02021320
-0.65265165	-0.02070654
-0.65233165	-0.02095364
-0.65201165	-0.02169407
-0.65169165	-0.02194032
-0.65137165	-0.02194032
-0.65105165	-0.00801551
-0.65073165	-0.02243366
-0.65041165	-0.02243366
-0.65009165	-0.02268075
-0.64977165	-0.02243366
-0.64945165	-0.02243366
-0.64913165	-0.02218741
-0.64881165	-0.02194032
-0.64849165	-0.02169407
-0.64817165	-0.02144698
-0.64785165	-0.02095364
-0.64753165	-0.02046030
-0.64721165	-0.01996611
-0.64689165	-0.01947277
-0.64657165	-0.01873233
-0.64625165	-0.01799190
-0.64593165	-0.01725232
-0.64561165	-0.00589967
-0.64529165	-0.01577145
-0.64497165	-0.01478477
-0.64465165	-0.01404433
-0.64433165	-0.01305680
-0.64401165	-0.00431264
-0.64369165	-0.01108259
-0.64337165	-0.01009591
-0.64305165	-0.00886214
-0.64273165	-0.00762837
-0.64241165	-0.00664083
-0.64209165	-0.00565416
-0.64177165	-0.00442038
-0.64145165	-0.00318661
-0.64113165	-0.00195284
-0.64081165	-0.00071906
-0.64049165	0.00051471
-0.64017165	0.00174763
-0.63985165	0.00298141
-0.63953165	0.00421518
-0.63921165	0.00544896
-0.63889165	0.00643649
-0.63857165	0.00791736
-0.63825165	0.00318140
-0.63793165	0.00353394
-0.63761165	0.00397476
-0.63729165	0.00441589
-0.63697165	0.01334579
-0.63665165	0.01457957
-0.63633165	0.01556624
-0.63601165	0.01655378
-0.63569165	0.01729421
-0.63537165	0.01828089
-0.63505165	0.01926842
-0.63473165	0.02000800
-0.63441165	0.02074844
-0.63409165	0.02148887
-0.63377165	0.00794250
-0.63345165	0.02296975
-0.63313165	0.02346308
-0.63281165	0.02395642
-0.63249165	0.02420352
-0.63217165	0.02469686
-0.63185165	0.02494395
-0.63153165	0.02543729
-0.63121165	0.02543729
-0.63089165	0.02568353
-0.63057165	0.02568353
-0.63025165	0.02593063
-0.62993165	0.00926498
-0.62961165	0.02593063
-0.62929165	0.02568353
-0.62897165	0.02543729
-0.62865165	0.02519020
-0.62833165	0.02494395
-0.62801165	0.02444976
-0.62769165	0.02420352
-0.62737165	0.02371018
-0.62705165	0.00820706
-0.62673165	0.02247641
-0.62641165	0.02173597
-0.62609165	0.02099553
-0.62577165	0.02025510
-0.62545165	0.01951467
-0.62513165	0.01877423
-0.62481165	0.01778755
-0.62449165	0.01680087
-0.62417165	0.01581334
-0.62385165	0.01482666
-0.62353165	0.01383913
-0.62321165	0.00459216
-0.62289165	0.01161868
-0.62257165	0.01063115
-0.62225165	0.00915113
-0.62193165	0.00816360
-0.62161165	0.00717692
-0.62129165	0.00594315
-0.62097165	0.00470938
-0.62065165	0.00347560
-0.62033165	0.00224183
-0.62001165	0.00100805
-0.61969165	-0.00022572
-0.61937165	-0.00145950
-0.61905165	-0.00096230
-0.61873165	-0.00367995
-0.61841165	-0.00184395
-0.61809165	-0.00614750
-0.61777165	-0.00713503
-0.61745165	-0.00836880
-0.61713165	-0.00960258
-0.61681165	-0.01058925
-0.61649165	-0.00413637
-0.61617165	-0.01281056
-0.61585165	-0.01355014
-0.61553165	-0.01453767
-0.61521165	-0.01552435
-0.61489165	-0.01601854
-0.61457165	-0.01700522
-0.61425165	-0.00634050
-0.61393165	-0.01848609
-0.61361165	-0.01897943
-0.61329165	-0.01971987
-0.61297165	-0.02046030
-0.61265165	-0.02070654
-0.61233165	-0.00757469
-0.61201165	-0.02169407
-0.61169165	-0.02194032
-0.61137165	-0.00792753
-0.61105165	-0.02243366
-0.61073165	-0.02243366
-0.61041165	-0.00801551
-0.61009165	-0.02243366
-0.60977165	-0.02243366
-0.60945165	-0.02243366
-0.60913165	-0.02218741
-0.60881165	-0.02194032
-0.60849165	-0.02169407
-0.60817165	-0.02144698
-0.60785165	-0.00748670
-0.60753165	-0.02046030
-0.60721165	-0.01971987
-0.60689165	-0.01947277
-0.60657165	-0.01873233
-0.60625165	-0.01799190
-0.60593165	-0.01725232
-0.60561165	-0.00589967
-0.60529165	-0.01577145
-0.60497165	-0.01478477
-0.60465165	-0.01379724
-0.60433165	-0.01305680
-0.60401165	-0.01207012
-0.60369165	-0.01108259
-0.60337165	-0.01009591
-0.60305165	-0.00886214
-0.60273165	-0.00762837
-0.60241165	-0.00664083
-0.60209165	-0.00565416
-0.60177165	-0.00442038
-0.60145165	-0.00113857
-0.60113165	-0.00195284
-0.60081165	-0.00071906
-0.60049165	0.00051471
-0.60017165	0.00174763
-0.59985165	0.00298141
-0.59953165	0.00421518
-0.59921165	0.00520271
-0.59889165	0.00668358
-0.59857165	0.00767026
-0.59825165	0.00890404
-0.59793165	0.01013781
-0.59761165	0.01112449
-0.59729165	0.00441589
-0.59697165	0.01334579
-0.59665165	0.00520926
-0.59633165	0.01556624
-0.59601165	0.01655378
-0.59569165	0.01754045
-0.59537165	0.01828089
-0.59505165	0.00679629
-0.59473165	0.02000800
-0.59441165	0.02074844
-0.59409165	0.02173597
-0.59377165	0.02222931
-0.59345165	0.02296975
-0.59313165	0.00838332
-0.59281165	0.02395642
-0.59249165	0.00873586
-0.59217165	0.02469686
-0.59185165	0.02494395
-0.59153165	0.02543729
-0.59121165	0.02568353
-0.59089165	0.02568353
-0.59057165	0.02593063
-0.59025165	0.02593063
-0.58993165	0.02593063
-0.58961165	0.02593063
-0.58929165	0.02568353
-0.58897165	0.02543729
-0.58865165	0.02519020
-0.58833165	0.00891244
-0.58801165	0.02444976
-0.58769165	0.02420352
-0.58737165	0.02371018
-0.58705165	0.02296975
-0.58673165	0.00803079
-0.58641165	0.02173597
-0.58609165	0.02124178
-0.58577165	0.02025510
-0.58545165	0.01951467
-0.58513165	0.01852799
-0.58481165	0.01778755
-0.58449165	0.01680087
-0.58417165	0.01581334
-0.58385165	0.01482666
-0.58353165	0.01383913
-0.58321165	0.01285245
-0.58289165	0.01161868
-0.58257165	0.01063115
-0.58225165	0.00915113
-0.58193165	0.00816360
-0.58161165	0.00692983
-0.58129165	0.00594315
-0.58097165	0.00470938
-0.58065165	0.00347560
-0.58033165	0.00224183
-0.58001165	0.00100805
-0.57969165	-0.00022572
-0.57937165	-0.00145950
-0.57905165	-0.00269327
-0.57873165	-0.00131484
-0.57841165	-0.00516082
-0.57809165	-0.00614750
-0.57777165	-0.00738127
-0.57745165	-0.00836880
-0.57713165	-0.00960258
-0.57681165	-0.01058925
-0.57649165	-0.01157679
-0.57617165	-0.01256346
-0.57585165	-0.01355014
-0.57553165	-0.01453767
-0.57521165	-0.01527811
-0.57489165	-0.01626479
-0.57457165	-0.01700522
-0.57425165	-0.01774566
-0.57393165	-0.01848609
-0.57361165	-0.01897943
-0.57329165	-0.01971987
-0.57297165	-0.02021320
-0.57265165	-0.02070654
-0.57233165	-0.02119988
-0.57201165	-0.02144698
-0.57169165	-0.02169407
-0.57137165	-0.02218741
-0.57105165	-0.02243366
-0.57073165	-0.02243366
-0.57041165	-0.02243366
-0.57009165	-0.02243366
-0.56977165	-0.02243366
-0.56945165	-0.02243366
-0.56913165	-0.02218741
-0.56881165	-0.00783924
-0.56849165	-0.02144698
-0.56817165	-0.02119988
-0.56785165	-0.02095364
-0.56753165	-0.02046030
-0.56721165	-0.01996611
-0.56689165	-0.01922567
-0.56657165	-0.01873233
-0.56625165	-0.01799190
-0.56593165	-0.01749856
-0.56561165	-0.01651188
-0.56529165	-0.01552435
-0.56497165	-0.01503101
-0.56465165	-0.01404433
-0.56433165	-0.01305680
-0.56401165	-0.01182303
-0.56369165	-0.01083635
-0.56337165	-0.01009591
-0.56305165	-0.00886214
-0.56273165	-0.00787461
-0.56241165	-0.00237276
-0.56209165	-0.00540706
-0.56177165	-0.00442038
-0.56145165	-0.00318661
-0.56113165	-0.00195284
-0.56081165	-0.00071906
-0.56049165	0.00051471
-0.56017165	0.00174763
-0.55985165	0.00298141
-0.55953165	0.00421518
-0.55921165	0.00544896
-0.55889165	0.00668358
-0.55857165	0.00791736
-0.55825165	0.00890404
-0.55793165	0.01013781
-0.55761165	0.01087825
-0.55729165	0.01235912
-0.55697165	0.00476843
-0.55665165	0.01457957
-0.55633165	0.01556624
-0.55601165	0.01655378
-0.55569165	0.01754045
-0.55537165	0.00653173
-0.55505165	0.01926842
-0.55473165	0.00714883
-0.55441165	0.02074844
-0.55409165	0.02148887
-0.55377165	0.02222931
-0.55345165	0.02272265
-0.55313165	0.02346308
-0.55281165	0.02395642
-0.55249165	0.02444976
-0.55217165	0.00882415
-0.55185165	0.02494395
-0.55153165	0.02543729
-0.55121165	0.02543729
-0.55089165	0.02568353
-0.55057165	0.00926498
-0.55025165	0.02593063
-0.54993165	0.00926498
-0.54961165	0.02568353
-0.54929165	0.00917669
-0.54897165	0.02543729
-0.54865165	0.02519020
-0.54833165	0.02494395
-0.54801165	0.02444976
-0.54769165	0.02395642
-0.54737165	0.02371018
-0.54705165	0.02321598
-0.54673165	0.02247641
-0.54641165	0.02173597
-0.54609165	0.02124178
-0.54577165	0.02050220
-0.54545165	0.01951467
-0.54513165	0.01877423
-0.54481165	0.01778755
-0.54449165	0.00600293
-0.54417165	0.01581334
-0.54385165	0.00529754
-0.54353165	0.01383913
-0.54321165	0.01285245
-0.54289165	0.01186492
-0.54257165	0.01038491
-0.54225165	0.00335767
-0.54193165	0.00816360
-0.54161165	0.00256430
-0.54129165	0.00594315
-0.54097165	0.00470938
-0.54065165	0.00347560
-0.54033165	0.00224183
-0.54001165	0.00100805
-0.53969165	-0.00022572
-0.53937165	-0.00145950
-0.53905165	-0.00269327
-0.53873165	-0.00392704
-0.53841165	-0.00516082
-0.53809165	-0.00614750
-0.53777165	-0.00738127
-0.53745165	-0.00836880
-0.53713165	-0.00343099
-0.53681165	-0.01058925
-0.53649165	-0.01157679
-0.53617165	-0.01281056
-0.53585165	-0.01355014
-0.53553165	-0.01453767
-0.53521165	-0.01552435
-0.53489165	-0.00581138
-0.53457165	-0.01725232
-0.53425165	-0.01774566
-0.53393165	-0.01848609
-0.53361165	-0.01922567
-0.53329165	-0.01947277
-0.53297165	-0.02021320
-0.53265165	-0.02070654
-0.53233165	-0.00757469
-0.53201165	-0.02169407
-0.53169165	-0.02169407
-0.53137165	-0.02218741
-0.53105165	-0.02243366
-0.53073165	-0.02243366
-0.53041165	-0.02243366
-0.53009165	-0.02243366
-0.52977165	-0.02243366
-0.52945165	-0.02243366
-0.52913165	-0.02218741
-0.52881165	-0.02194032
-0.52849165	-0.02169407
-0.52817165	-0.02144698
-0.52785165	-0.02095364
-0.52753165	-0.02046030
-0.52721165	-0.00713386
-0.52689165	-0.01922567
-0.52657165	-0.01873233
-0.52625165	-0.01799190
-0.52593165	-0.00625221
-0.52561165	-0.01651188
-0.52529165	-0.01577145
-0.52497165	-0.01478477
-0.52465165	-0.01404433
-0.52433165	-0.01305680
-0.52401165	-0.01207012
-0.52369165	-0.01108259
-0.52337165	-0.00984882
-0.52305165	-0.00886214
-0.52273165	-0.00787461
-0.52241165	-0.00664083
-0.52209165	-0.00565416
-0.52177165	-0.00417329
-0.52145165	-0.00293951
-0.52113165	-0.00195284
-0.52081165	-0.00071906
-0.52049165	0.00018391
-0.52017165	0.00174763
-0.51985165	0.00298141
-0.51953165	0.00150608
-0.51921165	0.00520271
-0.51889165	0.00668358
-0.51857165	0.00791736
-0.51825165	0.00890404
-0.51793165	0.01013781
-0.51761165	0.01112449
-0.51729165	0.00441589
-0.51697165	0.01334579
-0.51665165	0.01457957
-0.51633165	0.01556624
-0.51601165	0.00591464
-0.51569165	0.01754045
-0.51537165	0.01828089
-0.51505165	0.01926842
-0.51473165	0.02000800
-0.51441165	0.02074844
-0.51409165	0.02148887
-0.51377165	0.02198221
-0.51345165	0.02272265
-0.51313165	0.02321598
-0.51281165	0.02395642
-0.51249165	0.02444976
-0.51217165	0.02469686
-0.51185165	0.02519020
-0.51153165	0.02543729
-0.51121165	0.02568353
-0.51089165	0.02568353
-0.51057165	0.02593063
-0.51025165	0.00926498
-0.50993165	0.02593063
-0.50961165	0.02593063
-0.50929165	0.02568353
-0.50897165	0.00908871
-0.50865165	0.02519020
-0.50833165	0.00891244
-0.50801165	0.00873586
-0.50769165	0.02395642
-0.50737165	0.02371018
-0.50705165	0.00820706
-0.50673165	0.02247641
-0.50641165	0.02173597
-0.50609165	0.02099553
-0.50577165	0.02000800
-0.50545165	0.01951467
-0.50513165	0.01877423
-0.50481165	0.00635547
-0.50449165	0.00600293
-0.50417165	0.01581334
-0.50385165	0.01482666
-0.50353165	0.01383913
-0.50321165	0.01285245
-0.50289165	0.01186492
-0.50257165	0.01038491
-0.50225165	0.00939737
-0.50193165	0.00816360
-0.50161165	0.00692983
-0.50129165	0.00594315
-0.50097165	0.00470938
-0.50065165	0.00347560
-0.50033165	0.00224183
-0.50001165	0.00100805
-0.49969165	-0.00022572
-0.49937165	-0.00052148
-0.49905165	-0.00269327
-0.49873165	-0.00131484
-0.49841165	-0.00516082
-0.49809165	-0.00614750
-0.49777165	-0.00713503
-0.49745165	-0.00836880
-0.49713165	-0.00960258
-0.49681165	-0.01058925
-0.49649165	-0.01157679
-0.49617165	-0.01281056
-0.49585165	-0.01355014
-0.49553165	-0.01453767
-0.49521165	-0.01527811
-0.49489165	-0.01626479
-0.49457165	-0.01700522
-0.49425165	-0.00634050
-0.49393165	-0.01848609
-0.49361165	-0.01922567
-0.49329165	-0.01947277
-0.49297165	-0.02046030
-0.49265165	-0.00748670
-0.49233165	-0.02119988
-0.49201165	-0.02144698
-0.49169165	-0.02194032
-0.49137165	-0.02218741
-0.49105165	-0.02218741
-0.49073165	-0.02243366
-0.49041165	-0.02268075
-0.49009165	-0.02243366
-0.48977165	-0.02243366
-0.48945165	-0.02243366
-0.48913165	-0.02218741
-0.48881165	-0.02194032
-0.48849165	-0.02169407
-0.48817165	-0.02119988
-0.48785165	-0.02095364
-0.48753165	-0.00731043
-0.48721165	-0.01971987
-0.48689165	-0.01947277
-0.48657165	-0.01873233
-0.48625165	-0.01799190
-0.48593165	-0.01725232
-0.48561165	-0.00598765
-0.48529165	-0.01577145
-0.48497165	-0.00528258
-0.48465165	-0.01379724
-0.48433165	-0.01305680
-0.48401165	-0.01207012
-0.48369165	-0.01083635
-0.48337165	-0.00984882
-0.48305165	-0.00886214
-0.48273165	-0.00762837
-0.48241165	-0.00664083
-0.48209165	-0.00565416
-0.48177165	-0.00442038
-0.48145165	-0.00318661
-0.48113165	-0.00195284
-0.48081165	-0.00071906
-0.48049165	0.00051471
-0.48017165	0.00174763
-0.47985165	0.00298141
-0.47953165	0.00421518
-0.47921165	0.00544896
-0.47889165	0.00668358
-0.47857165	0.00791736
-0.47825165	0.00890404
-0.47793165	0.01013781
-0.47761165	0.01112449
-0.47729165	0.01235912
-0.47697165	0.01334579
-0.47665165	0.01457957
-0.47633165	0.01556624
-0.47601165	0.01630668
-0.47569165	0.01729421
-0.47537165	0.01828089
-0.47505165	0.01926842
-0.47473165	0.02000800
-0.47441165	0.02074844
-0.47409165	0.02148887
-0.47377165	0.02222931
-0.47345165	0.02272265
-0.47313165	0.02346308
-0.47281165	0.02371018
-0.47249165	0.02444976
-0.47217165	0.02469686
-0.47185165	0.02519020
-0.47153165	0.02543729
-0.47121165	0.02568353
-0.47089165	0.02568353
-0.47057165	0.02593063
-0.47025165	0.02593063
-0.46993165	0.02568353
-0.46961165	0.02568353
-0.46929165	0.00917669
-0.46897165	0.02543729
-0.46865165	0.02519020
-0.46833165	0.02494395
-0.46801165	0.00873586
-0.46769165	0.02420352
-0.46737165	0.02371018
-0.46705165	0.02296975
-0.46673165	0.02247641
-0.46641165	0.02173597
-0.46609165	0.02099553
-0.46577165	0.02050220
-0.46545165	0.01951467
-0.46513165	0.00670800
-0.46481165	0.01778755
-0.46449165	0.01680087
-0.46417165	0.01581334
-0.46385165	0.00529754
-0.46353165	0.00494470
-0.46321165	0.01285245
-0.46289165	0.01161868
-0.46257165	0.01063115
-0.46225165	0.00939737
-0.46193165	0.00816360
-0.46161165	0.00717692
-0.46129165	0.00569605
-0.46097165	0.00470938
-0.46065165	0.00347560
-0.46033165	0.00199473
-0.46001165	0.00100805
-0.45969165	-0.00022572
-0.45937165	-0.00145950
-0.45905165	-0.00269327
-0.45873165	-0.00392704
-0.45841165	-0.00516082
-0.45809165	-0.00614750
-0.45777165	-0.00738127
-0.45745165	-0.00836880
-0.45713165	-0.00960258
-0.45681165	-0.01058925
-0.45649165	-0.01157679
-0.45617165	-0.01281056
-0.45585165	-0.01355014
-0.45553165	-0.01453767
-0.45521165	-0.01552435
-0.45489165	-0.01601854
-0.45457165	-0.01700522
-0.45425165	-0.01774566
-0.45393165	-0.01848609
-0.45361165	-0.00678132
-0.45329165	-0.00704588
-0.45297165	-0.02021320
-0.45265165	-0.00748670
-0.45233165	-0.02119988
-0.45201165	-0.02169407
-0.45169165	-0.02194032
-0.45137165	-0.02218741
-0.45105165	-0.02243366
-0.45073165	-0.02243366
-0.45041165	-0.02243366
-0.45009165	-0.02243366
-0.44977165	-0.02243366
-0.44945165	-0.02218741
-0.44913165	-0.02218741
-0.44881165	-0.02194032
-0.44849165	-0.02169407
-0.44817165	-0.02144698
-0.44785165	-0.02095364
-0.44753165	-0.02046030
-0.44721165	-0.00704588
-0.44689165	-0.01922567
-0.44657165	-0.01873233
-0.44625165	-0.01799190
-0.44593165	-0.01749856
-0.44561165	-0.01651188
-0.44529165	-0.01577145
-0.44497165	-0.01478477
-0.44465165	-0.01379724
-0.44433165	-0.01305680
-0.44401165	-0.01207012
-0.44369165	-0.00395979
-0.44337165	-0.00984882
-0.44305165	-0.00886214
-0.44273165	-0.00787461
-0.44241165	-0.00664083
-0.44209165	-0.00540706
-0.44177165	-0.00442038
-0.44145165	-0.00293951
-0.44113165	-0.00195284
-0.44081165	-0.00071906
-0.44049165	0.00076181
-0.44017165	0.00174763
-0.43985165	0.00298141
-0.43953165	0.00421518
-0.43921165	0.00544896
-0.43889165	0.00668358
-0.43857165	0.00791736
-0.43825165	0.00890404
-0.43793165	0.01013781
-0.43761165	0.01112449
-0.43729165	0.00450388
-0.43697165	0.01334579
-0.43665165	0.01457957
-0.43633165	0.01556624
-0.43601165	0.01655378
-0.43569165	0.01754045
-0.43537165	0.01828089
-0.43505165	0.01926842
-0.43473165	0.02000800
-0.43441165	0.02074844
-0.43409165	0.02148887
-0.43377165	0.02222931
-0.43345165	0.02272265
-0.43313165	0.00829504
-0.43281165	0.02371018
-0.43249165	0.02444976
-0.43217165	0.02469686
-0.43185165	0.02494395
-0.43153165	0.02543729
-0.43121165	0.02543729
-0.43089165	0.02568353
-0.43057165	0.02593063
-0.43025165	0.02593063
-0.42993165	0.00917669
-0.42961165	0.02568353
-0.42929165	0.02568353
-0.42897165	0.02543729
-0.42865165	0.02519020
-0.42833165	0.02494395
-0.42801165	0.02469686
-0.42769165	0.02420352
-0.42737165	0.02371018
-0.42705165	0.02296975
-0.42673165	0.02247641
-0.42641165	0.02173597
-0.42609165	0.02099553
-0.42577165	0.02025510
-0.42545165	0.01951467
-0.42513165	0.01852799
-0.42481165	0.01778755
-0.42449165	0.01680087
-0.42417165	0.01581334
-0.42385165	0.01482666
-0.42353165	0.01383913
-0.42321165	0.01260536
-0.42289165	0.00415134
-0.42257165	0.01063115
-0.42225165	0.00939737
-0.42193165	0.00816360
-0.42161165	0.00717692
-0.42129165	0.00594315
-0.42097165	0.00470938
-0.42065165	0.00347560
-0.42033165	0.00224183
-0.42001165	0.00100805
-0.41969165	0.00002138
-0.41937165	-0.00145950
-0.41905165	-0.00269327
-0.41873165	-0.00367995
-0.41841165	-0.00491372
-0.41809165	-0.00639459
-0.41777165	-0.00738127
-0.41745165	-0.00836880
-0.41713165	-0.00960258
-0.41681165	-0.01058925
-0.41649165	-0.01157679
-0.41617165	-0.00448891
-0.41585165	-0.01355014
-0.41553165	-0.01453767
-0.41521165	-0.01527811
-0.41489165	-0.01601854
-0.41457165	-0.01700522
-0.41425165	-0.01774566
-0.41393165	-0.01848609
-0.41361165	-0.01897943
-0.41329165	-0.01971987
-0.41297165	-0.02046030
-0.41265165	-0.02070654
-0.41233165	-0.00757469
-0.41201165	-0.02169407
-0.41169165	-0.02194032
-0.41137165	-0.02194032
-0.41105165	-0.02218741
-0.41073165	-0.02243366
-0.41041165	-0.02243366
-0.41009165	-0.02243366
-0.40977165	-0.02268075
-0.40945165	-0.02243366
-0.40913165	-0.02218741
-0.40881165	-0.02194032
-0.40849165	-0.02169407
-0.40817165	-0.02144698
-0.40785165	-0.02095364
-0.40753165	-0.02046030
-0.40721165	-0.01996611
-0.40689165	-0.01922567
-0.40657165	-0.01873233
-0.40625165	-0.01799190
-0.40593165	-0.01725232
-0.40561165	-0.01651188
-0.40529165	-0.01552435
-0.40497165	-0.01478477
-0.40465165	-0.01404433
-0.40433165	-0.00466518
-0.40401165	-0.01207012
-0.40369165	-0.01108259
-0.40337165	-0.00360726
-0.40305165	-0.00886214
-0.40273165	-0.00762837
-0.40241165	-0.00664083
-0.40209165	-0.00540706
-0.40177165	-0.00417329
-0.40145165	-0.00293951
-0.40113165	-0.00195284
-0.40081165	-0.00071906
-0.40049165	0.00051471
-0.40017165	0.00174763
-0.39985165	0.00298141
-0.39953165	0.00421518
-0.39921165	0.00194690
-0.39889165	0.00668358
-0.39857165	0.00791736
-0.39825165	0.00915113
-0.39793165	0.01013781
-0.39761165	0.01137158
-0.39729165	0.01235912
-0.39697165	0.01359289
-0.39665165	0.01457957
-0.39633165	0.01556624
-0.39601165	0.00591464
-0.39569165	0.00626718
-0.39537165	0.01828089
-0.39505165	0.01902133
-0.39473165	0.02000800
-0.39441165	0.02074844
-0.39409165	0.02148887
-0.39377165	0.02222931
-0.39345165	0.02296975
-0.39313165	0.02346308
-0.39281165	0.02395642
-0.39249165	0.02444976
-0.39217165	0.02494395
-0.39185165	0.02494395
-0.39153165	0.02543729
-0.39121165	0.02568353
-0.39089165	0.02568353
-0.39057165	0.02568353
-0.39025165	0.02593063
-0.38993165	0.02593063
-0.38961165	0.00917669
-0.38929165	0.00917669
-0.38897165	0.02543729
-0.38865165	0.00900042
-0.38833165	0.02494395
-0.38801165	0.02444976
-0.38769165	0.02395642
-0.38737165	0.02371018
-0.38705165	0.02296975
-0.38673165	0.02222931
-0.38641165	0.02173597
-0.38609165	0.02099553
-0.38577165	0.02025510
-0.38545165	0.01976176
-0.38513165	0.01852799
-0.38481165	0.01778755
-0.38449165	0.01680087
-0.38417165	0.01606044
-0.38385165	0.00529754
-0.38353165	0.01383913
-0.38321165	0.01285245
-0.38289165	0.01161868
-0.38257165	0.01038491
-0.38225165	0.00326969
-0.38193165	0.00816360
-0.38161165	0.00692983
-0.38129165	0.00203519
-0.38097165	0.00446228
-0.38065165	0.00115354
-0.38033165	0.00224183
-0.38001165	0.00100805
-0.37969165	0.00002138
-0.37937165	-0.00145950
-0.37905165	-0.00269327
-0.37873165	-0.00392704
-0.37841165	-0.00184395
-0.37809165	-0.00614750
-0.37777165	-0.00738127
-0.37745165	-0.00836880
-0.37713165	-0.00960258
-0.37681165	-0.01058925
-0.37649165	-0.01157679
-0.37617165	-0.01256346
-0.37585165	-0.01355014
-0.37553165	-0.01453767
-0.37521165	-0.01552435
-0.37489165	-0.00581138
-0.37457165	-0.00607594
-0.37425165	-0.01774566
-0.37393165	-0.00660505
-0.37361165	-0.01922567
-0.37329165	-0.01971987
-0.37297165	-0.02046030
-0.37265165	-0.02070654
-0.37233165	-0.02119988
-0.37201165	-0.02169407
-0.37169165	-0.00775126
-0.37137165	-0.02218741
-0.37105165	-0.02243366
-0.37073165	-0.02243366
-0.37041165	-0.02243366
-0.37009165	-0.02243366
-0.36977165	-0.02243366
-0.36945165	-0.02243366
-0.36913165	-0.02243366
-0.36881165	-0.02218741
-0.36849165	-0.02169407
-0.36817165	-0.02144698
-0.36785165	-0.02095364
-0.36753165	-0.02046030
-0.36721165	-0.01996611
-0.36689165	-0.01922567
-0.36657165	-0.00669303
-0.36625165	-0.01799190
-0.36593165	-0.01725232
-0.36561165	-0.01651188
-0.36529165	-0.01577145
-0.36497165	-0.01478477
-0.36465165	-0.01404433
-0.36433165	-0.01305680
-0.36401165	-0.01207012
-0.36369165	-0.01083635
-0.36337165	-0.00984882
-0.36305165	-0.00886214
-0.36273165	-0.00787461
-0.36241165	-0.00664083
-0.36209165	-0.00565416
-0.36177165	-0.00417329
-0.36145165	-0.00293951
-0.36113165	-0.00195284
-0.36081165	-0.00071906
-0.36049165	0.00051471
-0.36017165	0.00174763
-0.35985165	0.00298141
-0.35953165	0.00421518
-0.35921165	0.00544896
-0.35889165	0.00668358
-0.35857165	0.00767026
-0.35825165	0.00890404
-0.35793165	0.01013781
-0.35761165	0.00397476
-0.35729165	0.01235912
-0.35697165	0.01359289
-0.35665165	0.01433247
-0.35633165	0.01556624
-0.35601165	0.01630668
-0.35569165	0.01754045
-0.35537165	0.01828089
-0.35505165	0.01902133
-0.35473165	0.02000800
-0.35441165	0.02074844
-0.35409165	0.02148887
-0.35377165	0.02222931
-0.35345165	0.02272265
-0.35313165	0.02346308
-0.35281165	0.02395642
-0.35249165	0.02444976
-0.35217165	0.02469686
-0.35185165	0.02494395
-0.35153165	0.02543729
-0.35121165	0.02568353
-0.35089165	0.02568353
-0.35057165	0.02568353
-0.35025165	0.02593063
-0.34993165	0.00926498
-0.34961165	0.02593063
-0.34929165	0.02568353
-0.34897165	0.02568353
-0.34865165	0.02519020
-0.34833165	0.02494395
-0.34801165	0.02444976
-0.34769165	0.02395642
-0.34737165	0.02371018
-0.34705165	0.02321598
-0.34673165	0.02247641
-0.34641165	0.02173597
-0.34609165	0.02099553
-0.34577165	0.02025510
-0.34545165	0.01951467
-0.34513165	0.01852799
-0.34481165	0.01778755
-0.34449165	0.01680087
-0.34417165	0.01581334
-0.34385165	0.00529754
-0.34353165	0.01383913
-0.34321165	0.01285245
-0.34289165	0.01161868
-0.34257165	0.01063115
-0.34225165	0.00335767
-0.34193165	0.00816360
-0.34161165	0.00692983
-0.34129165	0.00569605
-0.34097165	0.00470938
-0.34065165	0.00347560
-0.34033165	0.00199473
-0.34001165	0.00036018
-0.33969165	-0.00008065
-0.33937165	-0.00145950
-0.33905165	-0.00269327
-0.33873165	-0.00392704
-0.33841165	-0.00491372
-0.33809165	-0.00614750
-0.33777165	-0.00738127
-0.33745165	-0.00836880
-0.33713165	-0.00960258
