Время	A * B
(mс)	(?)

-0.33681165	-0.01058925
-0.33649165	-0.01157679
-0.33617165	-0.01256346
-0.33585165	-0.01355014
-0.33553165	-0.01453767
-0.33521165	-0.01552435
-0.33489165	-0.01626479
-0.33457165	-0.01700522
-0.33425165	-0.00642848
-0.33393165	-0.01848609
-0.33361165	-0.01897943
-0.33329165	-0.01971987
-0.33297165	-0.02021320
-0.33265165	-0.02070654
-0.33233165	-0.02119988
-0.33201165	-0.02144698
-0.33169165	-0.02194032
-0.33137165	-0.00792753
-0.33105165	-0.02243366
-0.33073165	-0.02243366
-0.33041165	-0.02243366
-0.33009165	-0.02243366
-0.32977165	-0.02243366
-0.32945165	-0.02243366
-0.32913165	-0.02218741
-0.32881165	-0.02194032
-0.32849165	-0.02169407
-0.32817165	-0.00757469
-0.32785165	-0.02095364
-0.32753165	-0.02046030
-0.32721165	-0.01971987
-0.32689165	-0.01922567
-0.32657165	-0.01873233
-0.32625165	-0.01799190
-0.32593165	-0.00616423
-0.32561165	-0.01651188
-0.32529165	-0.01577145
-0.32497165	-0.01478477
-0.32465165	-0.01379724
-0.32433165	-0.01305680
-0.32401165	-0.00422435
-0.32369165	-0.01108259
-0.32337165	-0.00984882
-0.32305165	-0.00886214
-0.32273165	-0.00762837
-0.32241165	-0.00664083
-0.32209165	-0.00540706
-0.32177165	-0.00417329
-0.32145165	-0.00293951
-0.32113165	-0.00195284
-0.32081165	-0.00071906
-0.32049165	0.00051471
-0.32017165	0.00174763
-0.31985165	0.00298141
-0.31953165	0.00421518
-0.31921165	0.00544896
-0.31889165	0.00668358
-0.31857165	0.00791736
-0.31825165	0.00890404
-0.31793165	0.01013781
-0.31761165	0.00397476
-0.31729165	0.01235912
-0.31697165	0.00476843
-0.31665165	0.00512097
-0.31633165	0.01556624
-0.31601165	0.01630668
-0.31569165	0.01729421
-0.31537165	0.01828089
-0.31505165	0.01926842
-0.31473165	0.02000800
-0.31441165	0.02074844
-0.31409165	0.02148887
-0.31377165	0.02222931
-0.31345165	0.02296975
-0.31313165	0.02346308
-0.31281165	0.02395642
-0.31249165	0.00873586
-0.31217165	0.02469686
-0.31185165	0.02494395
-0.31153165	0.02543729
-0.31121165	0.02568353
-0.31089165	0.02593063
-0.31057165	0.02593063
-0.31025165	0.02593063
-0.30993165	0.02593063
-0.30961165	0.02593063
-0.30929165	0.02568353
-0.30897165	0.02568353
-0.30865165	0.02519020
-0.30833165	0.02494395
-0.30801165	0.02444976
-0.30769165	0.00855959
-0.30737165	0.02346308
-0.30705165	0.00820706
-0.30673165	0.02247641
-0.30641165	0.02173597
-0.30609165	0.02124178
-0.30577165	0.02025510
-0.30545165	0.01951467
-0.30513165	0.01877423
-0.30481165	0.01778755
-0.30449165	0.01680087
-0.30417165	0.01581334
-0.30385165	0.01482666
-0.30353165	0.01383913
-0.30321165	0.01285245
-0.30289165	0.01161868
-0.30257165	0.01063115
-0.30225165	0.00939737
-0.30193165	0.00816360
-0.30161165	0.00717692
-0.30129165	0.00594315
-0.30097165	0.00470938
-0.30065165	0.00347560
-0.30033165	0.00224183
-0.30001165	0.00036018
-0.29969165	-0.00022572
-0.29937165	-0.00145950
-0.29905165	-0.00269327
-0.29873165	-0.00392704
-0.29841165	-0.00491372
-0.29809165	-0.00614750
-0.29777165	-0.00738127
-0.29745165	-0.00836880
-0.29713165	-0.00960258
-0.29681165	-0.01058925
-0.29649165	-0.01157679
-0.29617165	-0.01281056
-0.29585165	-0.01355014
-0.29553165	-0.01453767
-0.29521165	-0.00554683
-0.29489165	-0.01626479
-0.29457165	-0.01700522
-0.29425165	-0.01774566
-0.29393165	-0.01848609
-0.29361165	-0.01897943
-0.29329165	-0.01971987
-0.29297165	-0.02021320
-0.29265165	-0.02070654
-0.29233165	-0.02119988
-0.29201165	-0.02169407
-0.29169165	-0.02194032
-0.29137165	-0.02218741
-0.29105165	-0.02243366
-0.29073165	-0.02243366
-0.29041165	-0.02268075
-0.29009165	-0.02243366
-0.28977165	-0.02243366
-0.28945165	-0.02243366
-0.28913165	-0.02194032
-0.28881165	-0.02194032
-0.28849165	-0.02169407
-0.28817165	-0.02144698
-0.28785165	-0.00748670
-0.28753165	-0.00731043
-0.28721165	-0.01971987
-0.28689165	-0.01922567
-0.28657165	-0.01873233
-0.28625165	-0.01799190
-0.28593165	-0.01725232
-0.28561165	-0.01651188
-0.28529165	-0.01577145
-0.28497165	-0.01478477
-0.28465165	-0.01379724
-0.28433165	-0.01305680
-0.28401165	-0.01207012
-0.28369165	-0.01083635
-0.28337165	-0.00984882
-0.28305165	-0.00886214
-0.28273165	-0.00762837
-0.28241165	-0.00664083
-0.28209165	-0.00193193
-0.28177165	-0.00417329
-0.28145165	-0.00318661
-0.28113165	-0.00195284
-0.28081165	-0.00071906
-0.28049165	0.00051471
-0.28017165	0.00174763
-0.27985165	0.00106525
-0.27953165	0.00421518
-0.27921165	0.00544896
-0.27889165	0.00668358
-0.27857165	0.00282886
-0.27825165	0.00890404
-0.27793165	0.01013781
-0.27761165	0.00397476
-0.27729165	0.01235912
-0.27697165	0.01334579
-0.27665165	0.01433247
-0.27633165	0.01556624
-0.27601165	0.01655378
-0.27569165	0.01754045
-0.27537165	0.01828089
-0.27505165	0.01926842
-0.27473165	0.02000800
-0.27441165	0.02074844
-0.27409165	0.02148887
-0.27377165	0.02222931
-0.27345165	0.02296975
-0.27313165	0.02346308
-0.27281165	0.00855959
-0.27249165	0.02444976
-0.27217165	0.02469686
-0.27185165	0.02494395
-0.27153165	0.02543729
-0.27121165	0.02568353
-0.27089165	0.02568353
-0.27057165	0.02593063
-0.27025165	0.02593063
-0.26993165	0.00926498
-0.26961165	0.02593063
-0.26929165	0.02568353
-0.26897165	0.02543729
-0.26865165	0.02519020
-0.26833165	0.02494395
-0.26801165	0.02444976
-0.26769165	0.02420352
-0.26737165	0.02371018
-0.26705165	0.02296975
-0.26673165	0.02247641
-0.26641165	0.02173597
-0.26609165	0.02099553
-0.26577165	0.02025510
-0.26545165	0.01951467
-0.26513165	0.01852799
-0.26481165	0.01778755
-0.26449165	0.01680087
-0.26417165	0.00573837
-0.26385165	0.01507291
-0.26353165	0.01383913
-0.26321165	0.01285245
-0.26289165	0.00415134
-0.26257165	0.00379849
-0.26225165	0.00939737
-0.26193165	0.00816360
-0.26161165	0.00717692
-0.26129165	0.00594315
-0.26097165	0.00446228
-0.26065165	0.00124183
-0.26033165	0.00224183
-0.26001165	0.00100805
-0.25969165	-0.00022572
-0.25937165	-0.00145950
-0.25905165	-0.00269327
-0.25873165	-0.00392704
-0.25841165	-0.00516082
-0.25809165	-0.00614750
-0.25777165	-0.00738127
-0.25745165	-0.00299016
-0.25713165	-0.00984882
-0.25681165	-0.01058925
-0.25649165	-0.01157679
-0.25617165	-0.01256346
-0.25585165	-0.01379724
-0.25553165	-0.01453767
-0.25521165	-0.01527811
-0.25489165	-0.01626479
-0.25457165	-0.01700522
-0.25425165	-0.01774566
-0.25393165	-0.01848609
-0.25361165	-0.01897943
-0.25329165	-0.01971987
-0.25297165	-0.02021320
-0.25265165	-0.02070654
-0.25233165	-0.02119988
-0.25201165	-0.02169407
-0.25169165	-0.02169407
-0.25137165	-0.02218741
-0.25105165	-0.02243366
-0.25073165	-0.02243366
-0.25041165	-0.02243366
-0.25009165	-0.02268075
-0.24977165	-0.02243366
-0.24945165	-0.02243366
-0.24913165	-0.02218741
-0.24881165	-0.02218741
-0.24849165	-0.02169407
-0.24817165	-0.02144698
-0.24785165	-0.02095364
-0.24753165	-0.00731043
-0.24721165	-0.01971987
-0.24689165	-0.01897943
-0.24657165	-0.01873233
-0.24625165	-0.01799190
-0.24593165	-0.01725232
-0.24561165	-0.01651188
-0.24529165	-0.01577145
-0.24497165	-0.01478477
-0.24465165	-0.01379724
-0.24433165	-0.01305680
-0.24401165	-0.01182303
-0.24369165	-0.00387181
-0.24337165	-0.00984882
-0.24305165	-0.00886214
-0.24273165	-0.00762837
-0.24241165	-0.00664083
-0.24209165	-0.00193193
-0.24177165	-0.00417329
-0.24145165	-0.00318661
-0.24113165	-0.00195284
-0.24081165	-0.00071906
-0.24049165	0.00051471
-0.24017165	0.00174763
-0.23985165	0.00298141
-0.23953165	0.00421518
-0.23921165	0.00544896
-0.23889165	0.00668358
-0.23857165	0.00791736
-0.23825165	0.00890404
-0.23793165	0.01013781
-0.23761165	0.01112449
-0.23729165	0.01235912
-0.23697165	0.01334579
-0.23665165	0.01457957
-0.23633165	0.01556624
-0.23601165	0.01655378
-0.23569165	0.01729421
-0.23537165	0.01828089
-0.23505165	0.01902133
-0.23473165	0.02000800
-0.23441165	0.02074844
-0.23409165	0.00767794
-0.23377165	0.02222931
-0.23345165	0.02296975
-0.23313165	0.02346308
-0.23281165	0.02395642
-0.23249165	0.02444976
-0.23217165	0.02469686
-0.23185165	0.02519020
-0.23153165	0.02543729
-0.23121165	0.02543729
-0.23089165	0.02568353
-0.23057165	0.02568353
-0.23025165	0.02593063
-0.22993165	0.02593063
-0.22961165	0.02568353
-0.22929165	0.00917669
-0.22897165	0.00908871
-0.22865165	0.02519020
-0.22833165	0.02469686
-0.22801165	0.02444976
-0.22769165	0.02420352
-0.22737165	0.02346308
-0.22705165	0.02321598
-0.22673165	0.02247641
-0.22641165	0.02173597
-0.22609165	0.00750167
-0.22577165	0.00723712
-0.22545165	0.00697256
-0.22513165	0.00662002
-0.22481165	0.01778755
-0.22449165	0.01680087
-0.22417165	0.01581334
-0.22385165	0.00529754
-0.22353165	0.01383913
-0.22321165	0.01285245
-0.22289165	0.00415134
-0.22257165	0.00379849
-0.22225165	0.00939737
-0.22193165	0.00816360
-0.22161165	0.00692983
-0.22129165	0.00203519
-0.22097165	0.00470938
-0.22065165	0.00124183
-0.22033165	0.00224183
-0.22001165	0.00100805
-0.21969165	-0.00022572
-0.21937165	-0.00145950
-0.21905165	-0.00269327
-0.21873165	-0.00392704
-0.21841165	-0.00491372
-0.21809165	-0.00614750
-0.21777165	-0.00713503
-0.21745165	-0.00836880
-0.21713165	-0.00960258
-0.21681165	-0.01058925
-0.21649165	-0.01157679
-0.21617165	-0.01281056
-0.21585165	-0.00484144
-0.21553165	-0.01453767
-0.21521165	-0.01552435
-0.21489165	-0.01626479
-0.21457165	-0.00607594
-0.21425165	-0.01774566
-0.21393165	-0.01848609
-0.21361165	-0.01897943
-0.21329165	-0.01971987
-0.21297165	-0.02021320
-0.21265165	-0.02070654
-0.21233165	-0.02119988
-0.21201165	-0.02144698
-0.21169165	-0.02169407
-0.21137165	-0.02218741
-0.21105165	-0.02243366
-0.21073165	-0.00801551
-0.21041165	-0.02243366
-0.21009165	-0.02243366
-0.20977165	-0.02243366
-0.20945165	-0.00801551
-0.20913165	-0.02218741
-0.20881165	-0.02194032
-0.20849165	-0.02169407
-0.20817165	-0.02144698
-0.20785165	-0.02095364
-0.20753165	-0.02046030
-0.20721165	-0.01996611
-0.20689165	-0.01922567
-0.20657165	-0.01873233
-0.20625165	-0.01799190
-0.20593165	-0.01725232
-0.20561165	-0.01651188
-0.20529165	-0.01552435
-0.20497165	-0.01478477
-0.20465165	-0.01404433
-0.20433165	-0.01305680
-0.20401165	-0.00422435
-0.20369165	-0.01083635
-0.20337165	-0.00984882
-0.20305165	-0.00861504
-0.20273165	-0.00762837
-0.20241165	-0.00664083
-0.20209165	-0.00540706
-0.20177165	-0.00417329
-0.20145165	-0.00318661
-0.20113165	-0.00170574
-0.20081165	-0.00071906
-0.20049165	0.00051471
-0.20017165	0.00174763
-0.19985165	0.00298141
-0.19953165	0.00421518
-0.19921165	0.00544896
-0.19889165	0.00668358
-0.19857165	0.00791736
-0.19825165	0.00890404
-0.19793165	0.01013781
-0.19761165	0.01112449
-0.19729165	0.01260536
-0.19697165	0.01359289
-0.19665165	0.01457957
-0.19633165	0.01556624
-0.19601165	0.01655378
-0.19569165	0.01754045
-0.19537165	0.01828089
-0.19505165	0.01926842
-0.19473165	0.02000800
-0.19441165	0.00741339
-0.19409165	0.02148887
-0.19377165	0.02222931
-0.19345165	0.02272265
-0.19313165	0.02346308
-0.19281165	0.02395642
-0.19249165	0.02444976
-0.19217165	0.02469686
-0.19185165	0.02494395
-0.19153165	0.02543729
-0.19121165	0.02568353
-0.19089165	0.02568353
-0.19057165	0.02593063
-0.19025165	0.02593063
-0.18993165	0.02593063
-0.18961165	0.02593063
-0.18929165	0.02568353
-0.18897165	0.02543729
-0.18865165	0.02519020
-0.18833165	0.02494395
-0.18801165	0.02444976
-0.18769165	0.02395642
-0.18737165	0.02371018
-0.18705165	0.02296975
-0.18673165	0.02247641
-0.18641165	0.02173597
-0.18609165	0.02099553
-0.18577165	0.02025510
-0.18545165	0.01951467
-0.18513165	0.01852799
-0.18481165	0.01778755
-0.18449165	0.01680087
-0.18417165	0.01581334
-0.18385165	0.00538553
-0.18353165	0.01383913
-0.18321165	0.01285245
-0.18289165	0.01186492
-0.18257165	0.01038491
-0.18225165	0.00939737
-0.18193165	0.00816360
-0.18161165	0.00692983
-0.18129165	0.00569605
-0.18097165	0.00159437
-0.18065165	0.00124183
-0.18033165	0.00224183
-0.18001165	0.00100805
-0.17969165	-0.00022572
-0.17937165	-0.00145950
-0.17905165	-0.00269327
-0.17873165	-0.00392704
-0.17841165	-0.00516082
-0.17809165	-0.00639459
-0.17777165	-0.00738127
-0.17745165	-0.00836880
-0.17713165	-0.00960258
-0.17681165	-0.01058925
-0.17649165	-0.01182303
-0.17617165	-0.00457719
-0.17585165	-0.01355014
-0.17553165	-0.01453767
-0.17521165	-0.01552435
-0.17489165	-0.01601854
-0.17457165	-0.00616423
-0.17425165	-0.01774566
-0.17393165	-0.01848609
-0.17361165	-0.01922567
-0.17329165	-0.01971987
-0.17297165	-0.02021320
-0.17265165	-0.02095364
-0.17233165	-0.02095364
-0.17201165	-0.02169407
-0.17169165	-0.02194032
-0.17137165	-0.02218741
-0.17105165	-0.02243366
-0.17073165	-0.02243366
-0.17041165	-0.02243366
-0.17009165	-0.02243366
-0.16977165	-0.02243366
-0.16945165	-0.02218741
-0.16913165	-0.02218741
-0.16881165	-0.02194032
-0.16849165	-0.02169407
-0.16817165	-0.02119988
-0.16785165	-0.02095364
-0.16753165	-0.02046030
-0.16721165	-0.01971987
-0.16689165	-0.01947277
-0.16657165	-0.01873233
-0.16625165	-0.00642848
-0.16593165	-0.01725232
-0.16561165	-0.01651188
-0.16529165	-0.01577145
-0.16497165	-0.01478477
-0.16465165	-0.01379724
-0.16433165	-0.01305680
-0.16401165	-0.01207012
-0.16369165	-0.00395979
-0.16337165	-0.00984882
-0.16305165	-0.00861504
-0.16273165	-0.00762837
-0.16241165	-0.00664083
-0.16209165	-0.00540706
-0.16177165	-0.00417329
-0.16145165	-0.00293951
-0.16113165	-0.00170574
-0.16081165	-0.00047196
-0.16049165	0.00051471
-0.16017165	0.00174763
-0.15985165	0.00298141
-0.15953165	0.00421518
-0.15921165	0.00544896
-0.15889165	0.00668358
-0.15857165	0.00791736
-0.15825165	0.00890404
-0.15793165	0.01013781
-0.15761165	0.01112449
-0.15729165	0.01260536
-0.15697165	0.01334579
-0.15665165	0.01457957
-0.15633165	0.01556624
-0.15601165	0.01655378
-0.15569165	0.01729421
-0.15537165	0.01852799
-0.15505165	0.01926842
-0.15473165	0.02000800
-0.15441165	0.02074844
-0.15409165	0.02148887
-0.15377165	0.02222931
-0.15345165	0.02272265
-0.15313165	0.02346308
-0.15281165	0.02395642
-0.15249165	0.02444976
-0.15217165	0.02494395
-0.15185165	0.00900042
-0.15153165	0.02543729
-0.15121165	0.02543729
-0.15089165	0.02593063
-0.15057165	0.02593063
-0.15025165	0.02568353
-0.14993165	0.02593063
-0.14961165	0.02568353
-0.14929165	0.02568353
-0.14897165	0.00908871
-0.14865165	0.00900042
-0.14833165	0.00882415
-0.14801165	0.02444976
-0.14769165	0.02420352
-0.14737165	0.02346308
-0.14705165	0.02296975
-0.14673165	0.02247641
-0.14641165	0.02173597
-0.14609165	0.02099553
-0.14577165	0.00723712
-0.14545165	0.01951467
-0.14513165	0.01852799
-0.14481165	0.01778755
-0.14449165	0.01680087
-0.14417165	0.01581334
-0.14385165	0.01482666
-0.14353165	0.01383913
-0.14321165	0.01260536
-0.14289165	0.01186492
-0.14257165	0.01038491
-0.14225165	0.00939737
-0.14193165	0.00816360
-0.14161165	0.00692983
-0.14129165	0.00594315
-0.14097165	0.00470938
-0.14065165	0.00322850
-0.14033165	0.00071271
-0.14001165	0.00100805
-0.13969165	-0.00022572
-0.13937165	-0.00145950
-0.13905165	-0.00096230
-0.13873165	-0.00392704
-0.13841165	-0.00516082
-0.13809165	-0.00614750
-0.13777165	-0.00738127
-0.13745165	-0.00861504
-0.13713165	-0.00960258
-0.13681165	-0.01058925
-0.13649165	-0.01182303
-0.13617165	-0.01281056
-0.13585165	-0.01379724
-0.13553165	-0.01453767
-0.13521165	-0.01552435
-0.13489165	-0.01626479
-0.13457165	-0.01700522
-0.13425165	-0.01774566
-0.13393165	-0.01848609
-0.13361165	-0.01922567
-0.13329165	-0.01971987
-0.13297165	-0.02021320
-0.13265165	-0.02095364
-0.13233165	-0.02119988
-0.13201165	-0.02169407
-0.13169165	-0.02169407
-0.13137165	-0.02218741
-0.13105165	-0.02218741
-0.13073165	-0.02243366
-0.13041165	-0.02243366
-0.13009165	-0.02243366
-0.12977165	-0.02243366
-0.12945165	-0.02243366
-0.12913165	-0.02243366
-0.12881165	-0.02194032
-0.12849165	-0.02169407
-0.12817165	-0.02144698
-0.12785165	-0.02095364
-0.12753165	-0.02046030
-0.12721165	-0.01996611
-0.12689165	-0.01947277
-0.12657165	-0.01873233
-0.12625165	-0.01799190
-0.12593165	-0.01725232
-0.12561165	-0.01651188
-0.12529165	-0.01577145
-0.12497165	-0.01478477
-0.12465165	-0.01404433
-0.12433165	-0.01305680
-0.12401165	-0.01207012
-0.12369165	-0.01083635
-0.12337165	-0.00984882
-0.12305165	-0.00316643
-0.12273165	-0.00762837
-0.12241165	-0.00664083
-0.12209165	-0.00540706
-0.12177165	-0.00417329
-0.12145165	-0.00293951
-0.12113165	-0.00195284
-0.12081165	-0.00025692
-0.12049165	0.00027219
-0.12017165	0.00174763
-0.11985165	0.00298141
-0.11953165	0.00421518
-0.11921165	0.00569605
-0.11889165	0.00668358
-0.11857165	0.00791736
-0.11825165	0.00915113
-0.11793165	0.01013781
-0.11761165	0.01137158
-0.11729165	0.01260536
-0.11697165	0.01359289
-0.11665165	0.01457957
-0.11633165	0.00556180
-0.11601165	0.01655378
-0.11569165	0.01754045
-0.11537165	0.01828089
-0.11505165	0.01926842
-0.11473165	0.02000800
-0.11441165	0.02074844
-0.11409165	0.02148887
-0.11377165	0.00794250
-0.11345165	0.02272265
-0.11313165	0.02346308
-0.11281165	0.00855959
-0.11249165	0.02444976
-0.11217165	0.02494395
-0.11185165	0.02519020
-0.11153165	0.02543729
-0.11121165	0.00917669
-0.11089165	0.02568353
-0.11057165	0.02593063
-0.11025165	0.02593063
-0.10993165	0.02568353
-0.10961165	0.02568353
-0.10929165	0.00917669
-0.10897165	0.02543729
-0.10865165	0.00900042
-0.10833165	0.00891244
-0.10801165	0.02444976
-0.10769165	0.02420352
-0.10737165	0.02346308
-0.10705165	0.02296975
-0.10673165	0.02247641
-0.10641165	0.02173597
-0.10609165	0.00750167
-0.10577165	0.02025510
-0.10545165	0.01951467
-0.10513165	0.00662002
-0.10481165	0.01778755
-0.10449165	0.01680087
-0.10417165	0.01581334
-0.10385165	0.01482666
-0.10353165	0.01383913
-0.10321165	0.01260536
-0.10289165	0.00415134
-0.10257165	0.01063115
-0.10225165	0.00915113
-0.10193165	0.00291684
-0.10161165	0.00692983
-0.10129165	0.00594315
-0.10097165	0.00470938
-0.10065165	0.00124183
-0.10033165	0.00224183
-0.10001165	0.00076181
-0.09969165	-0.00022572
-0.09937165	-0.00145950
-0.09905165	-0.00096230
-0.09873165	-0.00367995
-0.09841165	-0.00516082
-0.09809165	-0.00614750
-0.09777165	-0.00713503
-0.09745165	-0.00836880
-0.09713165	-0.00343099
-0.09681165	-0.01058925
-0.09649165	-0.01182303
-0.09617165	-0.01281056
-0.09585165	-0.00484144
-0.09553165	-0.01453767
-0.09521165	-0.01527811
-0.09489165	-0.01626479
-0.09457165	-0.01700522
-0.09425165	-0.01774566
-0.09393165	-0.01848609
-0.09361165	-0.01922567
-0.09329165	-0.01971987
-0.09297165	-0.00722215
-0.09265165	-0.02070654
-0.09233165	-0.02119988
-0.09201165	-0.02169407
-0.09169165	-0.02194032
-0.09137165	-0.02218741
-0.09105165	-0.02243366
-0.09073165	-0.02243366
-0.09041165	-0.02243366
-0.09009165	-0.02268075
-0.08977165	-0.02243366
-0.08945165	-0.02243366
-0.08913165	-0.02218741
-0.08881165	-0.02194032
-0.08849165	-0.02169407
-0.08817165	-0.02119988
-0.08785165	-0.02095364
-0.08753165	-0.02046030
-0.08721165	-0.01996611
-0.08689165	-0.01947277
-0.08657165	-0.01873233
-0.08625165	-0.01799190
-0.08593165	-0.01725232
-0.08561165	-0.01651188
-0.08529165	-0.01552435
-0.08497165	-0.01478477
-0.08465165	-0.01404433
-0.08433165	-0.01305680
-0.08401165	-0.01207012
-0.08369165	-0.00387181
-0.08337165	-0.00984882
-0.08305165	-0.00307814
-0.08273165	-0.00787461
-0.08241165	-0.00664083
-0.08209165	-0.00540706
-0.08177165	-0.00417329
-0.08145165	-0.00293951
-0.08113165	-0.00195284
-0.08081165	-0.00047196
-0.08049165	0.00051471
-0.08017165	0.00174763
-0.07985165	0.00298141
-0.07953165	0.00421518
-0.07921165	0.00194690
-0.07889165	0.00668358
-0.07857165	0.00791736
-0.07825165	0.00890404
-0.07793165	0.01013781
-0.07761165	0.01112449
-0.07729165	0.01235912
-0.07697165	0.01359289
-0.07665165	0.00520926
-0.07633165	0.01556624
-0.07601165	0.01655378
-0.07569165	0.01729421
-0.07537165	0.01828089
-0.07505165	0.01926842
-0.07473165	0.02000800
-0.07441165	0.02074844
-0.07409165	0.02148887
-0.07377165	0.02222931
-0.07345165	0.02296975
-0.07313165	0.02346308
-0.07281165	0.02395642
-0.07249165	0.02444976
-0.07217165	0.02494395
-0.07185165	0.02519020
-0.07153165	0.02543729
-0.07121165	0.02568353
-0.07089165	0.02593063
-0.07057165	0.02593063
-0.07025165	0.02593063
-0.06993165	0.02593063
-0.06961165	0.02568353
-0.06929165	0.02593063
-0.06897165	0.02543729
-0.06865165	0.02519020
-0.06833165	0.02494395
-0.06801165	0.02469686
-0.06769165	0.02395642
-0.06737165	0.02371018
-0.06705165	0.00829504
-0.06673165	0.02247641
-0.06641165	0.02173597
-0.06609165	0.02099553
-0.06577165	0.00723712
-0.06545165	0.01951467
-0.06513165	0.01852799
-0.06481165	0.01778755
-0.06449165	0.01680087
-0.06417165	0.01581334
-0.06385165	0.01482666
-0.06353165	0.00494470
-0.06321165	0.01260536
-0.06289165	0.01161868
-0.06257165	0.01038491
-0.06225165	0.00939737
-0.06193165	0.00816360
-0.06161165	0.00692983
-0.06129165	0.00594315
-0.06097165	0.00159437
-0.06065165	0.00347560
-0.06033165	0.00199473
-0.06001165	0.00076181
-0.05969165	-0.00022572
-0.05937165	-0.00145950
-0.05905165	-0.00269327
-0.05873165	-0.00392704
-0.05841165	-0.00491372
-0.05809165	-0.00614750
-0.05777165	-0.00738127
-0.05745165	-0.00836880
-0.05713165	-0.00984882
-0.05681165	-0.01058925
-0.05649165	-0.01157679
-0.05617165	-0.01281056
-0.05585165	-0.01379724
-0.05553165	-0.01453767
-0.05521165	-0.01552435
-0.05489165	-0.01626479
-0.05457165	-0.01700522
-0.05425165	-0.00634050
-0.05393165	-0.01848609
-0.05361165	-0.00686930
-0.05329165	-0.01971987
-0.05297165	-0.02021320
-0.05265165	-0.00739842
-0.05233165	-0.02119988
-0.05201165	-0.02144698
-0.05169165	-0.02194032
-0.05137165	-0.02218741
-0.05105165	-0.02243366
-0.05073165	-0.02243366
-0.05041165	-0.02243366
-0.05009165	-0.02268075
-0.04977165	-0.02243366
-0.04945165	-0.00801551
-0.04913165	-0.02218741
-0.04881165	-0.02194032
-0.04849165	-0.02169407
-0.04817165	-0.00757469
-0.04785165	-0.02095364
-0.04753165	-0.02046030
-0.04721165	-0.00704588
-0.04689165	-0.01947277
-0.04657165	-0.01873233
-0.04625165	-0.01799190
-0.04593165	-0.01749856
-0.04561165	-0.01651188
-0.04529165	-0.01552435
-0.04497165	-0.01478477
-0.04465165	-0.01379724
-0.04433165	-0.01305680
-0.04401165	-0.01182303
-0.04369165	-0.01108259
-0.04337165	-0.00984882
-0.04305165	-0.00886214
-0.04273165	-0.00762837
-0.04241165	-0.00664083
-0.04209165	-0.00540706
-0.04177165	-0.00442038
-0.04145165	-0.00293951
-0.04113165	-0.00060946
-0.04081165	-0.00071906
-0.04049165	0.00076181
-0.04017165	0.00174763
-0.03985165	0.00298141
-0.03953165	0.00421518
-0.03921165	0.00569605
-0.03889165	0.00668358
-0.03857165	0.00791736
-0.03825165	0.00890404
-0.03793165	0.01013781
-0.03761165	0.01112449
-0.03729165	0.01235912
-0.03697165	0.01359289
-0.03665165	0.01457957
-0.03633165	0.01556624
-0.03601165	0.01655378
-0.03569165	0.01754045
-0.03537165	0.01828089
-0.03505165	0.01926842
-0.03473165	0.02000800
-0.03441165	0.00741339
-0.03409165	0.02148887
-0.03377165	0.02222931
-0.03345165	0.02296975
-0.03313165	0.02346308
-0.03281165	0.02395642
-0.03249165	0.02444976
-0.03217165	0.02469686
-0.03185165	0.02519020
-0.03153165	0.02543729
-0.03121165	0.00917669
-0.03089165	0.02568353
-0.03057165	0.02593063
-0.03025165	0.02593063
-0.02993165	0.02593063
-0.02961165	0.02593063
-0.02929165	0.02568353
-0.02897165	0.02543729
-0.02865165	0.02519020
-0.02833165	0.02494395
-0.02801165	0.02444976
-0.02769165	0.02395642
-0.02737165	0.02371018
-0.02705165	0.02296975
-0.02673165	0.02247641
-0.02641165	0.02173597
-0.02609165	0.02124178
-0.02577165	0.02050220
-0.02545165	0.01951467
-0.02513165	0.01852799
-0.02481165	0.00635547
-0.02449165	0.01680087
-0.02417165	0.01581334
-0.02385165	0.01482666
-0.02353165	0.00494470
-0.02321165	0.01260536
-0.02289165	0.01161868
-0.02257165	0.01038491
-0.02225165	0.00939737
-0.02193165	0.00816360
-0.02161165	0.00247602
-0.02129165	0.00594315
-0.02097165	0.00470938
-0.02065165	0.00347560
-0.02033165	0.00199473
-0.02001165	0.00100805
-0.01969165	-0.00022572
-0.01937165	-0.00145950
-0.01905165	-0.00269327
-0.01873165	-0.00367995
-0.01841165	-0.00491372
-0.01809165	-0.00614750
-0.01777165	-0.00713503
-0.01745165	-0.00861504
-0.01713165	-0.00984882
-0.01681165	-0.01058925
-0.01649165	-0.01157679
-0.01617165	-0.01281056
-0.01585165	-0.01355014
-0.01553165	-0.01453767
-0.01521165	-0.01552435
-0.01489165	-0.00581138
-0.01457165	-0.00607594
-0.01425165	-0.01774566
-0.01393165	-0.01848609
-0.01361165	-0.01922567
-0.01329165	-0.00704588
-0.01297165	-0.02046030
-0.01265165	-0.02070654
-0.01233165	-0.02144698
-0.01201165	-0.02169407
-0.01169165	-0.02194032
-0.01137165	-0.02218741
-0.01105165	-0.02243366
-0.01073165	-0.02243366
-0.01041165	-0.02243366
-0.01009165	-0.02243366
-0.00977165	-0.02243366
-0.00945165	-0.02243366
-0.00913165	-0.02218741
-0.00881165	-0.02194032
-0.00849165	-0.02169407
-0.00817165	-0.02119988
-0.00785165	-0.02095364
-0.00753165	-0.02046030
-0.00721165	-0.01996611
-0.00689165	-0.01947277
-0.00657165	-0.01873233
-0.00625165	-0.01823899
-0.00593165	-0.01749856
-0.00561165	-0.01651188
