Частота	Канал A
(kГц)	(В)

0.00000000	0.37073610
0.02384186	0.15645620
0.04768372	0.02536561
0.07152557	0.00028811
0.09536743	0.00023344
0.11920929	0.00024474
0.14305115	0.00031207
0.16689301	0.00028213
0.19073486	0.00026350
0.21457672	0.00003228
0.23841858	0.00028335
0.26226044	0.00008529
0.28610229	0.00076573
0.30994415	0.00233010
0.33378601	0.00388951
0.35762787	0.00278245
0.38146973	0.00023696
0.40531158	0.00037038
0.42915344	0.00029748
0.45299530	0.00010510
0.47683716	0.00022547
0.50067902	0.00010598
0.52452087	0.00013624
0.54836273	0.00010762
0.57220459	0.00028546
0.59604645	0.00032672
0.61988831	0.00070848
0.64373016	0.00396617
0.66757202	0.00502575
0.69141388	0.00297952
0.71525574	0.00082673
0.73909760	0.00037500
0.76293945	0.00017133
0.78678131	0.00014538
0.81062317	0.00003031
0.83446503	0.00033853
0.85830688	0.00015425
0.88214874	0.00015528
0.90599060	0.00027705
0.92983246	0.00031040
0.95367432	0.02488769
0.97751617	0.13659810
1.00135803	0.21483170
1.02519989	0.12018400
1.04904175	0.01707295
1.07288361	0.00049159
1.09672546	0.00017663
1.12056732	0.00014806
1.14440918	0.00030242
1.16825104	0.00023754
1.19209290	0.00036831
1.21593475	0.00000518
1.23977661	0.00019664
1.26361847	0.00038978
1.28746033	0.00050699
1.31130219	0.00084157
1.33514404	0.00190938
1.35898590	0.00142005
1.38282776	0.00029766
1.40666962	0.00013434
1.43051147	0.00036469
1.45435333	0.00018706
1.47819519	0.00031965
1.50203705	0.00029002
1.52587891	0.00001006
1.54972076	0.00022564
1.57356262	0.00008973
1.59740448	0.00047095
1.62124634	0.00083546
1.64508820	0.00368306
1.66893005	0.00458549
1.69277191	0.00294599
1.71661377	0.00073426
1.74045563	0.00035130
1.76429749	0.00007165
1.78813934	0.00012157
1.81198120	0.00030400
1.83582306	0.00038556
1.85966492	0.00012334
1.88350677	0.00014861
1.90734863	0.00033768
1.93119049	0.00027328
1.95503235	0.02523472
1.97887421	0.12643370
2.00271606	0.18712620
2.02655792	0.09806839
2.05039978	0.01233095
2.07424164	0.00002949
2.09808350	0.00014753
2.12192535	0.00011643
2.14576721	0.00031269
2.16960907	0.00020778
2.19345093	0.00013371
2.21729279	0.00026116
2.24113464	0.00018274
2.26497650	0.00047639
2.28881836	0.00021550
2.31266022	0.00083767
2.33650208	0.00052645
2.36034393	0.00043582
2.38418579	0.00050963
2.40802765	0.00016238
2.43186951	0.00045557
2.45571136	0.00036258
2.47955322	0.00018076
2.50339508	0.00025461
2.52723694	0.00010564
2.55107880	0.00011744
2.57492065	0.00021841
2.59876251	0.00019223
2.62260437	0.00076289
2.64644623	0.00244257
2.67028809	0.00306266
2.69412994	0.00208650
2.71797180	0.00034684
2.74181366	0.00028277
2.76565552	0.00045029
2.78949738	0.00031331
2.81333923	0.00013423
2.83718109	0.00004826
2.86102295	0.00024893
2.88486481	0.00023292
2.90870667	0.00034549
2.93254852	0.00066570
2.95639038	0.02343477
2.98023224	0.10509010
3.00407410	0.14607610
3.02791595	0.07138202
3.05175781	0.00754769
3.07559967	0.00012087
3.09944153	0.00021855
3.12328339	0.00005839
3.14712524	0.00017291
3.17096710	0.00029877
3.19480896	0.00037407
3.21865082	0.00013980
3.24249268	0.00021845
3.26633453	0.00052296
3.29017639	0.00074898
3.31401825	0.00233001
3.33786011	0.00267207
3.36170197	0.00170590
3.38554382	0.00034771
3.40938568	0.00022206
3.43322754	0.00011502
3.45706940	0.00022918
3.48091125	0.00006354
3.50475311	0.00030110
3.52859497	0.00015923
3.55243683	0.00013700
3.57627869	0.00038213
3.60012054	0.00012730
3.62396240	0.00053914
3.64780426	0.00083167
3.67164612	0.00113117
3.69548798	0.00085660
3.71932983	0.00040760
3.74317169	0.00052006
3.76701355	0.00024639
3.79085541	0.00009921
3.81469727	0.00034951
3.83853912	0.00012082
3.86238098	0.00017531
3.88622284	0.00016714
3.91006470	0.00023117
3.93390656	0.00055026
3.95774841	0.01779795
3.98159027	0.07474248
4.00543213	0.09810213
4.02927399	0.04455352
4.05311584	0.00389625
4.07695770	0.00041285
4.10079956	0.00007849
4.12464142	0.00025259
4.14848328	0.00011149
4.17232513	0.00019727
4.19616699	0.00004511
4.22000885	0.00034051
4.24385071	0.00008795
4.26769257	0.00034916
4.29153442	0.00125920
4.31537628	0.00350091
4.33921814	0.00423334
4.36306000	0.00240132
4.38690186	0.00004357
4.41074371	0.00033466
4.43458557	0.00007948
4.45842743	0.00013618
4.48226929	0.00030209
4.50611115	0.00037902
4.52995300	0.00032349
4.55379486	0.00015004
4.57763672	0.00033669
4.60147858	0.00028699
4.62532043	0.00017496
4.64916229	0.00155687
4.67300415	0.00123325
4.69684601	0.00028383
4.72068787	0.00032545
4.74452972	0.00016064
4.76837158	0.00028083
4.79221344	0.00020565
4.81605530	0.00055980
4.83989716	0.00036414
4.86373901	0.00003282
4.88758087	0.00031606
4.91142273	0.00024280
4.93526459	0.00060650
4.95910645	0.01045639
4.98294830	0.04050419
5.00679016	0.05004828
5.03063202	0.02091667
5.05447388	0.00145662
5.07831573	0.00045113
5.10215759	0.00010675
5.12599945	0.00006591
5.14984131	0.00036952
5.17368317	0.00026882
5.19752502	0.00017195
5.22136688	0.00014868
5.24520874	0.00043719
5.26905060	0.00029668
5.29289246	0.00151873
5.31673431	0.00383660
5.34057617	0.00476210
5.36441803	0.00253973
5.38825989	0.00034955
5.41210175	0.00008803
5.43594360	0.00026792
5.45978546	0.00012813
5.48362732	0.00025088
5.50746918	0.00004359
5.53131104	0.00028550
5.55515289	0.00014304
5.57899475	0.00031088
5.60283661	0.00036561
5.62667847	0.00118516
5.65052032	0.00367720
5.67436218	0.00339147
5.69820404	0.00161315
5.72204590	0.00049799
5.74588776	0.00015952
5.76972961	0.00020919
5.79357147	0.00029495
5.81741333	0.00031487
5.84125519	0.00039740
5.86509705	0.00010494
5.88893890	0.00036139
5.91278076	0.00018879
5.93662262	0.00018839
5.96046448	0.00169051
5.98430634	0.00733750
6.00814819	0.00866689
6.03199005	0.00291212
6.05583191	0.00004300
6.07967377	0.00032161
6.10351563	0.00015448
6.12735748	0.00025881
6.15119934	0.00039196
6.17504120	0.00023952
6.19888306	0.00013275
6.22272491	0.00008371
6.24656677	0.00029017
6.27040863	0.00007884
6.29425049	0.00139609
6.31809235	0.00338609
6.34193420	0.00434516
6.36577606	0.00213997
6.38961792	0.00021613
6.41345978	0.00022205
6.43730164	0.00036121
6.46114349	0.00010445
6.48498535	0.00019902
6.50882721	0.00011195
6.53266907	0.00013268
6.55651093	0.00017693
6.58035278	0.00023371
6.60419464	0.00023254
6.62803650	0.00184356
6.65187836	0.00486968
6.67572021	0.00442661
6.69956207	0.00204246
6.72340393	0.00029229
6.74724579	0.00025550
6.77108765	0.00025942
6.79492950	0.00025557
6.81877136	0.00015808
6.84261322	0.00035442
6.86645508	0.00030126
6.89029694	0.00034203
6.91413879	0.00033346
6.93798065	0.00028657
6.96182251	0.00654252
6.98566437	0.01994216
7.00950623	0.02173548
7.03334808	0.00820374
7.05718994	0.00012199
7.08103180	0.00046939
7.10487366	0.00024985
7.12871552	0.00017857
7.15255737	0.00028538
7.17639923	0.00002923
7.20024109	0.00021457
7.22408295	0.00019731
7.24792480	0.00023542
7.27176666	0.00024719
7.29560852	0.00058016
7.31945038	0.00159726
7.34329224	0.00237742
7.36713409	0.00094848
7.39097595	0.00047420
7.41481781	0.00014716
7.43865967	0.00012446
7.46250153	0.00037901
7.48634338	0.00029882
7.51018524	0.00035181
7.53402710	0.00020680
7.55786896	0.00013421
7.58171082	0.00017306
7.60555267	0.00036831
7.62939453	0.00208709
7.65323639	0.00487273
7.67707825	0.00451901
7.70092010	0.00224993
7.72476196	0.00019053
7.74860382	0.00039479
7.77244568	0.00011525
7.79628754	0.00007985
7.82012939	0.00015682
7.84397125	0.00014444
7.86781311	0.00033602
7.89165497	0.00003443
7.91549683	0.00047962
7.93933868	0.00071028
7.96318054	0.01271553
7.98702240	0.03755858
8.01086426	0.03872091
8.03470612	0.01335565
8.05854797	0.00041046
8.08238983	0.00021068
8.10623169	0.00041511
8.13007355	0.00017464
8.15391541	0.00029898
8.17775726	0.00020295
8.20159912	0.00027967
8.22544098	0.00019761
8.24928284	0.00016271
8.27312469	0.00051242
8.29696655	0.00027632
8.32080841	0.00015299
8.34465027	0.00036016
8.36849213	0.00018327
8.39233398	0.00049870
8.41617584	0.00023993
8.44001770	0.00006850
8.46385956	0.00028451
8.48770142	0.00019936
8.51154327	0.00026906
8.53538513	0.00016072
8.55922699	0.00017387
8.58306885	0.00026328
8.60691071	0.00020123
8.63075256	0.00193283
8.65459442	0.00368729
8.67843628	0.00336494
8.70227814	0.00158843
8.72612000	0.00021466
8.74996185	0.00023443
8.77380371	0.00031250
8.79764557	0.00014687
8.82148743	0.00025757
8.84532928	0.00003036
8.86917114	0.00025321
8.89301300	0.00018447
8.91685486	0.00024426
8.94069672	0.00138334
8.96453857	0.01592501
8.98838043	0.04362885
9.01222229	0.04220316
9.03606415	0.01308365
9.05990601	0.00005984
9.08374786	0.00019531
9.10758972	0.00016384
9.13143158	0.00005843
9.15527344	0.00019770
9.17911530	0.00030351
9.20295715	0.00025272
9.22679901	0.00016144
9.25064087	0.00026463
9.27448273	0.00019358
9.29832458	0.00146344
9.32216644	0.00231809
9.34600830	0.00185029
9.36985016	0.00088541
9.39369202	0.00002513
9.41753387	0.00034820
9.44137573	0.00006934
9.46521759	0.00022947
9.48905945	0.00021600
9.51290131	0.00030426
9.53674316	0.00022444
9.56058502	0.00013427
9.58442688	0.00034436
9.60826874	0.00028540
9.63211060	0.00095330
9.65595245	0.00156813
9.67979431	0.00172855
9.70363617	0.00082890
9.72747803	0.00041355
9.75131989	0.00021124
9.77516174	0.00036092
9.79900360	0.00015186
9.82284546	0.00015284
9.84668732	0.00015543
9.87052917	0.00021439
9.89437103	0.00037523
9.91821289	0.00013723
9.94205475	0.00147408
9.96589661	0.01486096
9.98973846	0.03878058
10.01358032	0.03542786
10.03742218	0.00991361
10.06126404	0.00007888
10.08510590	0.00042441
10.10894775	0.00020295
10.13278961	0.00029028
10.15663147	0.00007930
10.18047333	0.00022703
10.20431519	0.00002411
10.22815704	0.00024795
10.25199890	0.00031304
10.27584076	0.00024383
10.29968262	0.00220191
10.32352448	0.00388077
10.34736633	0.00361908
10.37120819	0.00150470
10.39505005	0.00011678
10.41889191	0.00012889
10.44273376	0.00021834
10.46657562	0.00017630
10.49041748	0.00034479
10.51425934	0.00017307
10.53810120	0.00043403
10.56194305	0.00015106
10.58578491	0.00023341
10.60962677	0.00043642
10.63346863	0.00038748
10.65731049	0.00111448
10.68115234	0.00033781
10.70499420	0.00007567
10.72883606	0.00030782
10.75267792	0.00014190
10.77651978	0.00039888
10.80036163	0.00019873
10.82420349	0.00012788
10.84804535	0.00040722
10.87188721	0.00010211
10.89572906	0.00021689
10.91957092	0.00008462
10.94341278	0.00098422
10.96725464	0.01032911
10.99109650	0.02589721
11.01493835	0.02224589
11.03878021	0.00539508
11.06262207	0.00028106
11.08646393	0.00020398
11.11030579	0.00026658
11.13414764	0.00015349
11.15798950	0.00020869
11.18183136	0.00022345
11.20567322	0.00008226
11.22951508	0.00023384
11.25335693	0.00017635
11.27719879	0.00067592
11.30104065	0.00262452
11.32488251	0.00436646
11.34872437	0.00401755
11.37256622	0.00133667
11.39640808	0.00035158
11.42024994	0.00008809
11.44409180	0.00020231
11.46793365	0.00021292
11.49177551	0.00024061
11.51561737	0.00016182
11.53945923	0.00030592
11.56330109	0.00031846
11.58714294	0.00014602
11.61098480	0.00031544
11.63482666	0.00186542
11.65866852	0.00372582
11.68251038	0.00250476
11.70635223	0.00098730
11.73019409	0.00031052
11.75403595	0.00019299
11.77787781	0.00015397
11.80171967	0.00037277
11.82556152	0.00019582
11.84940338	0.00033833
11.87324524	0.00013450
11.89708710	0.00023322
11.92092896	0.00035428
11.94477081	0.00039594
11.96861267	0.00345813
11.99245453	0.00866801
12.01629639	0.00685123
12.04013824	0.00118713
12.06398010	0.00016896
12.08782196	0.00030144
12.11166382	0.00040759
12.13550568	0.00027112
12.15934753	0.00015761
12.18318939	0.00020067
12.20703125	0.00023924
12.23087311	0.00006150
12.25471497	0.00032545
12.27855682	0.00039887
12.30239868	0.00216632
12.32624054	0.00402233
12.35008240	0.00378980
12.37392426	0.00094749
12.39776611	0.00057295
12.42160797	0.00019078
12.44544983	0.00005549
12.46929169	0.00023558
12.49313354	0.00010343
12.51697540	0.00009139
12.54081726	0.00007342
12.56465912	0.00030813
12.58850098	0.00034346
12.61234283	0.00030884
12.63618469	0.00293672
12.66002655	0.00526625
12.68386841	0.00365078
12.70771027	0.00132376
12.73155212	0.00013356
12.75539398	0.00008647
12.77923584	0.00015508
12.80307770	0.00023107
12.82691956	0.00008051
12.85076141	0.00020969
12.87460327	0.00036670
12.89844513	0.00009105
12.92228699	0.00043910
12.94612885	0.00079893
12.96997070	0.00451997
12.99381256	0.00851687
13.01765442	0.00666883
13.04149628	0.00180149
13.06533813	0.00019347
13.08917999	0.00015122
13.11302185	0.00032347
13.13686371	0.00008018
13.16070557	0.00030903
13.18454742	0.00012373
13.20838928	0.00007043
13.23223114	0.00021552
13.25607300	0.00013590
13.27991486	0.00037048
13.30375671	0.00110795
13.32759857	0.00250288
13.35144043	0.00247058
13.37528229	0.00040450
13.39912415	0.00034975
13.42296600	0.00038264
13.44680786	0.00013019
13.47064972	0.00019116
13.49449158	0.00026324
13.51833344	0.00023749
13.54217529	0.00007107
13.56601715	0.00023424
13.58985901	0.00025102
13.61370087	0.00034309
13.63754272	0.00356592
13.66138458	0.00567510
13.68522644	0.00398987
13.70906830	0.00144010
13.73291016	0.00026461
13.75675201	0.00017135
13.78059387	0.00017365
13.80443573	0.00008110
13.82827759	0.00007857
